conversation_id,customer_id,tweet_id,timestamp,customer_text,cleaned_text,next_agent_response,message_position,cluster
customer_681638,681638,2360339,2017-11-13 20:13:17+00:00,"i hate this damn glitch, fix it @115858","i hate this damn glitch, fix it",@681638 Let's look into this for you. What are you experiencing with your device? Let us know in DM. https://t.co/GDrqU22YpT,0,7
customer_173737,173737,243134,2017-10-04 03:06:41+00:00,@AppleSupport New one works 😐,New one works 😐,@173737 Thanks for confirming that. Let's take this to DM. Let us know if you've tried any troubleshooting like a restart or resets. https://t.co/GDrqU22YpT,4,7
customer_555700,555700,1858449,2017-10-19 13:11:31+00:00,"Phone was fully charged when I started playing music an hour ago...now it's on 13%. Y'all can try me, but I'm not buying another one @115858","Phone was fully charged when I started playing music an hour ago...now it's on 13%. Y'all can try me, but I'm not buying another one",@555700 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,0,17
customer_211378,211378,1171481,2017-10-15 13:47:08+00:00,@AppleSupport what’s going oooooon https://t.co/1BHAh0CzSZ,what’s going oooooon,@211378 Let's work together on this. Check out the following link and let us know if this helps: https://t.co/KKHbRRkCpI,2,13
customer_184357,184357,286883,2017-10-06 10:56:15+00:00,"@AppleSupport
sometimes my iphone hot when not connected to the internet :(",sometimes my iphone hot when not connected to the internet :(,@184357 Do you use a protective case? Are you receiving any temperature warnings? For reference: https://t.co/otCvUAaFQq,0,4
customer_656905,656905,2255338,2017-11-11 03:50:32+00:00,@AppleSupport Booted in DFU and connected to iTunes. iTunes downloaded 11.1.1.,Booted in DFU and connected to iTunes. iTunes downloaded 11.1.1.,@656905 We want to look further into this issue. Reach us via DM to continue. https://t.co/GDrqU22YpT,2,3
customer_646150,646150,2210690,2017-11-26 08:37:10+00:00,"Worst iOS update I ever had. Apps keep on crashing! @AppleSupport, what’s up with this? Thanks for making 11 crappier.","Worst iOS update I ever had. Apps keep on crashing! , what’s up with this? Thanks for making 11 crappier.",@646150 Let's work on this together and see how we can help. Which version of iOS 11 are you on? Check here: Settings &gt; General &gt; About &gt; Version. Are you seeing this issue with only specific apps?,0,8
customer_589261,589261,1991054,2017-11-03 01:16:40+00:00,Hey @115858 how come my phone keeps autocorrecting my “I️” into a little question mark in a box 😂,Hey how come my phone keeps autocorrecting my “I️” into a little question mark in a box 😂,@589261 We can take at look at this together. Please DM us the iOS version you're running to get started. We'll begin there. https://t.co/GDrqU22YpT,0,10
customer_677809,677809,2343624,2017-11-13 14:02:00+00:00,"@AppleSupport can you guys just fix the music app,this is very embarrassing considering how much we pay for your services 👎🏾","can you guys just fix the music app,this is very embarrassing considering how much we pay for your services 👎🏾",@677809 Thanks for reaching out to us. We are always happy to help. Can you tell us what's going on with your Music app?,0,5
customer_630384,630384,2144080,2017-11-08 23:41:45+00:00,@AppleSupport Sent it,Sent it,@630384 Thanks! We'll follow up with you there shortly in DM. https://t.co/GDrqU22YpT,6,19
customer_288727,288727,705789,2017-10-06 02:31:33+00:00,"iOS 11 = decepção 
@115858 you fail 🙄",iOS 11 = decepção you fail 🙄,"@288727 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",0,3
customer_385630,385630,2787880,2017-11-21 19:07:32+00:00,Thanks for ruining my iPhone @AppleSupport! iOS 11 has screwed my phone up!,Thanks for ruining my iPhone ! iOS 11 has screwed my phone up!,@385630 We know how important it is for your iPhone to work as expected. Let us know exactly what is happening in a DM and we'll work together towards a resolution. https://t.co/GDrqU22YpT,0,8
customer_531942,531942,1769300,2017-11-07 22:25:28+00:00,@115858 @AppleSupport fix this bug where it replaces I with I️.,fix this bug where it replaces I with I️.,@531942 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0,18
customer_437937,437937,1365667,2017-10-27 19:54:45+00:00,@115858 @AppleSupport When Will The SIM Free Version Of The iPhone X Be Out?,When Will The SIM Free Version Of The iPhone X Be Out?,@437937 Contact our Sales Support team for further clarification on purchasing an unlocked iPhone X: https://t.co/lzeawymxcf,0,5
customer_232096,232096,2059574,2017-10-19 00:26:35+00:00,@AppleSupport uhhhhhhh is this a legit email???? Because I didn’t order that! https://t.co/eDH0T76Deo,uhhhhhhh is this a legit email???? Because I didn’t order that!,@232096 This appears to be a phishing email. Here's information on how to avoid and report them: https://t.co/LNMCdqt6fD,0,13
customer_739035,739035,2915971,2017-11-28 23:14:11+00:00,So NOW it’s my and my wife’s touchscreen that is really slow to respond. Can’t get back to Mac mail or texts.. WTF happened to the great @AppleSupport @115858 ? I’m tired of bitching about them. Everyday it’s something. #imdone,So NOW it’s my and my wife’s touchscreen that is really slow to respond. Can’t get back to Mac mail or texts.. WTF happened to the great ? I’m tired of bitching about them. Everyday it’s something. #imdone,@739035 We are here to help. Send us a DM and we'll look into this together. https://t.co/GDrqU22YpT,4,12
customer_461076,461076,863006,2017-10-09 16:43:13+00:00,@324927 @AppleSupport @115858 Same... beyond annoying isn’t it 😂😒,Same... beyond annoying isn’t it 😂😒,"@461076 We'd like to look into this with you, and help in any way that we can. Send us a DM with some details about what's happening. https://t.co/GDrqU22YpT",0,2
customer_529241,529241,1757897,2017-11-07 21:20:03+00:00,"@AppleSupport Thank you much, you guys are awesome!!","Thank you much, you guys are awesome!!",@529241 No problem. Feel free to reach out if you have any other questions.,2,19
customer_577241,577241,1941024,2017-10-29 21:24:21+00:00,@AppleSupport Messages and FaceTime not working after last update on iPhone 6 running 11.0.3 won’t let me sign in using apple ID,Messages and FaceTime not working after last update on iPhone 6 running 11.0.3 won’t let me sign in using apple ID,@577241 We'd love to help you with iMessage! Are you getting an error when you try to sign in?,0,12
customer_477463,477463,1744922,2017-11-07 20:10:40+00:00,@AppleSupport The I️ is not the problem. Every time I️ start a text my phone glitches out &amp; the screen turns back and cuts to the home screen or shuts off,The I️ is not the problem. Every time I️ start a text my phone glitches out &amp; the screen turns back and cuts to the home screen or shuts off,@477463 Got it. Sorry for the misunderstanding. Let's move to DM where we can dig in on this. https://t.co/GDrqU22YpT,4,4
customer_569952,569952,1913435,2017-10-25 19:03:41+00:00,My iPhone is freaking out with this new update😒 @115858,My iPhone is freaking out with this new update😒,@569952 We'd be happy to assist.  Let us know in DM the issues you're experiencing and we'll continue from there. https://t.co/GDrqU22YpT,0,4
customer_517524,517524,1707794,2017-11-06 22:00:36+00:00,IM SO FRUSTRATED WTF @AppleSupport,IM SO FRUSTRATED WTF,@517524 We're here for you. What are you having difficulties with today?,0,2
customer_501613,501613,1640782,2017-11-05 21:56:16+00:00,@126972 IM SO DONE WITH THIS STUPID ASS BUG IF APPLE DONT FIX THIS SHIT ASAP. Who even talks like “! ?” This??????????????????? @AppleSupport,IM SO DONE WITH THIS STUPID ASS BUG IF APPLE DONT FIX THIS SHIT ASAP. Who even talks like “! ?” This???????????????????,@501613 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0,4
customer_174009,174009,244219,2017-10-05 11:50:24+00:00,@AppleSupport la MaJ IOS11.0.1 est une catastrophe. Mon iPhone (7+ pourtant) ne fait que planter et freezer. De nombreuses applications s’éteignent toutes seules. C’est une honte!! Qu’est il prevu??,la MaJ IOS11.0.1 est une catastrophe. Mon iPhone (7+ pourtant) ne fait que planter et freezer. De nombreuses applications s’éteignent toutes seules. C’est une honte!! Qu’est il prevu??,@174009 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,0,6
customer_692142,692142,2406681,2017-11-14 13:39:34+00:00,@115858 y’all gotta run me this fade ... my phone still tripping after the new update ... https://t.co/stwQV1XOy8,y’all gotta run me this fade ... my phone still tripping after the new update ...,"@692142 We'd like to see if we can help with your iPhone. Send us a DM with more information about what's going on, and we'll go from there. https://t.co/GDrqU22YpT",0,15
customer_137632,137632,98838,2017-11-29 19:07:15+00:00,"@AppleSupport Why oh why didn’t I get my badge? Worked so hard for this. Watch 3, iPhone X, all software up to date https://t.co/Pav5uVBYLq","Why oh why didn’t I get my badge? Worked so hard for this. Watch 3, iPhone X, all software up to date",@137632 Those achievements can take 9 days to appear after you've earned them. You can read more about that here: https://t.co/xwf6lrIgzJ,0,5
customer_257396,257396,582730,2017-11-27 05:01:36+00:00,"@115858 @AppleSupport needs to figure out this lag garbage. I can barely text without my phone going berserk. Figure it out and get it together for iOS 11.2, !","needs to figure out this lag garbage. I can barely text without my phone going berserk. Figure it out and get it together for iOS 11.2, !","@257396 We'll be happy to help you out any way we can. If your device is performing slower than expected, are you noticing this with any apps in particular? Also, to clarify, are you on iOS 11.1.2? What do you do to restore functionality?",4,8
customer_778276,778276,2787914,2017-11-21 18:56:58+00:00,"@115911 @TMobileHelp @AppleSupport @115858 I’ve had this phone for two months and it’s worked fine but now it won’t read my sim and keeps saying phone not allowed, what does that mean? https://t.co/16LOu4Qtvr","I’ve had this phone for two months and it’s worked fine but now it won’t read my sim and keeps saying phone not allowed, what does that mean?","@778276 We're happy to see how we can help with your iPhone. To start, check out these steps: https://t.co/UTP2qBi1Is",0,15
customer_490977,490977,1598551,2017-11-05 00:57:47+00:00,@115858 your OS update SUCKS! My phone is now sluggish and unresponsive. Thanks for screwing up my phone.,your OS update SUCKS! My phone is now sluggish and unresponsive. Thanks for screwing up my phone.,@490977 We'd be happy to assist with your phone today. Send us a DM to get started. https://t.co/GDrqU22YpT,0,16
customer_312513,312513,807888,2017-10-08 06:28:54+00:00,my phone has been so effing glitchy since i updated @AppleSupport get your shit together on the next update,my phone has been so effing glitchy since i updated get your shit together on the next update,@312513 We'd like to know more about what you're experiencing so we can help. DM us and we'll pick up from there. https://t.co/GDrqU22YpT,0,16
customer_579464,579464,1951081,2017-10-29 11:22:05+00:00,"@AppleSupport 
I want to Connect Movies Anywhere app to iTunes, Safari says “safari can not open the page because the address is invalid”","I want to Connect Movies Anywhere app to iTunes, Safari says “safari can not open the page because the address is invalid”","@579464 We'd love to help, please join us in DM, then let us know which device and OS you're using, and explain more about the issue. https://t.co/GDrqU22YpT",0,1
customer_238545,238545,514805,2017-12-01 23:35:29+00:00,Does anyone know why my wifi is working fine on @116230 but not @115858 devices and what I can do to fix it?? #drivingmecrazy,Does anyone know why my wifi is working fine on but not devices and what I can do to fix it?? #drivingmecrazy,@238545 Having access to Wi-Fi on your devices is important. Let's work towards a resolution together. Join us in DM and we'll get started. https://t.co/GDrqU22YpT,0,1
customer_224795,224795,462015,2017-12-01 02:35:03+00:00,"@AppleSupport I’ve done that.  I can sign in and sign out, but when I try and update an app it says ‘disabled’.","I’ve done that. I can sign in and sign out, but when I try and update an app it says ‘disabled’.","@224795 Got it. Since the steps in the article did not resolve the issue, please reach out to our Apple ID Support Specialists here: https://t.co/UJm15vmMM2 for further assistance. Please use the Contacts Us option to view ways to speak with them in your region.",2,16
customer_697426,697426,2429246,2017-11-14 20:04:26+00:00,@115858 why everytime I️ type a long message the shit just delete by itself?,why everytime I️ type a long message the shit just delete by itself?,@697426 We'd like to help! Can you tell us the version of iOS that is running on your device?,0,10
customer_623247,623247,2113847,2017-11-08 06:09:40+00:00,@AppleSupport @115858 y’all trash for not updating us or responding. https://t.co/tZtYGh54ci,y’all trash for not updating us or responding.,@623247 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0,2
customer_311208,311208,802445,2017-10-12 15:56:16+00:00,"@AppleSupport Hi! I need your help, my brothers ID has been disabled &amp;we don't know why? We tried resetting password &amp; singing out but hasn't worked!","Hi! I need your help, my brothers ID has been disabled &amp;we don't know why? We tried resetting password &amp; singing out but hasn't worked!",@311208 Let's help get you into the right hand. Please reach out to our Apple ID team: https://t.co/UJm15vmMM2 and we can go from there.,0,1
customer_664228,664228,2285843,2017-10-19 18:59:17+00:00,I blame my dumbass phone for continuously fucking up and not saving my alarm @115858,I blame my dumbass phone for continuously fucking up and not saving my alarm,@664228 We'd love to help. DM us some more details and we can get started. https://t.co/GDrqU22YpT,0,15
customer_584482,584482,1973584,2017-11-01 04:16:24+00:00,i can’t be the only iphone customer having problems with the letter “I” @AppleSupport whats going on?!,i can’t be the only iphone customer having problems with the letter “I” whats going on?!,"@584482 Let's look into this together. To start, send us a DM with more information, and the iOS version your iPhone is running. https://t.co/GDrqU22YpT",0,10
customer_739553,739553,2616563,2017-11-17 08:03:35+00:00,@115858 iOS 11.1.2 ha un problema con le notifiche #ios1112 #apple,iOS 11.1.2 ha un problema con le notifiche #ios1112 #apple,@739553 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,0,3
customer_662882,662882,2280272,2017-11-11 16:33:46+00:00,Is @AppleSupport going to fix this A question mark thing?!,Is going to fix this A question mark thing?!,"@662882 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",0,0
customer_622673,622673,2110855,2017-11-17 20:57:28+00:00,"@AppleSupport Yes I do use the library. I left the WiFi zone about 30 minutes after. It’s still staying now that’s it’s updating, but still nothing","Yes I do use the library. I left the WiFi zone about 30 minutes after. It’s still staying now that’s it’s updating, but still nothing",@622673 Got it. Are you currently connected to Wi-Fi now?,4,1
customer_711206,711206,2490867,2017-11-15 16:40:30+00:00,What’s the purpose of automatic updates in App Store if i gotta go do it every time @AppleSupport,What’s the purpose of automatic updates in App Store if i gotta go do it every time,@711206 The automatic update may not occur right when an update is available. DM us which iOS version you're on and how long you're seeing the updates available before manually updating them. We'll work with you there. https://t.co/GDrqU22YpT,0,16
customer_487391,487391,1791846,2017-10-18 00:09:17+00:00,@AppleSupport 11.0.3,11.0.3,@487391 OK you're fully up-to-date. What apps are showing at the top of the list when you go to Settings &gt; Battery? https://t.co/GDrqU22YpT,2,3
customer_636761,636761,2170692,2017-11-08 07:25:44+00:00,"@AppleSupport iam from indonesia, how to contact your support team? I have some issues bout apple id.. thx","iam from indonesia, how to contact your support team? I have some issues bout apple id.. thx",@636761 Thank you for reaching out to us. You can contact our Apple ID team here:  https://t.co/UJm15vmMM2,0,5
customer_422165,422165,1292110,2017-10-26 19:43:38+00:00,Quick shoutout to the new @115858 iOS update for disabling any sound on my phone alarms and almost causing me to sleep through a midterm🤘🏼,Quick shoutout to the new iOS update for disabling any sound on my phone alarms and almost causing me to sleep through a midterm🤘🏼,@422165  We want to help with your alarms. Let's meet in DM to continue. https://t.co/GDrqU22YpT,0,8
customer_467565,467565,1497024,2017-10-28 21:25:31+00:00,ever since I updated my phone it freezes multiple times a day and it runs soooooo slow now @AppleSupport THIS SHIT IS WHACK!!!,ever since I updated my phone it freezes multiple times a day and it runs soooooo slow now THIS SHIT IS WHACK!!!,@467565 We'd like to look into this. DM us and tell us the exact version of iOS you're running. https://t.co/GDrqU22YpT,0,14
customer_12504,12504,1536983,2017-11-04 06:49:06+00:00,"@AppleSupport No, none. The app simply crashes and I get sent back to the home screen.","No, none. The app simply crashes and I get sent back to the home screen.",@12504 What steps have you tried so far to resolve this?,2,1
customer_330137,330137,884955,2017-10-20 21:15:35+00:00,@AppleSupport The one's with a lot of text yes. One's with just images are ok.,The one's with a lot of text yes. One's with just images are ok.,"@330137 Alright, understood. Do you have similar formatting issues with any other apps? Or does this only happen with mail messages?",2,19
customer_343716,343716,943574,2017-10-21 08:01:35+00:00,"@115858 hi i have updated my phone 6 and camera is not working proper, whatsapp is not working..","hi i have updated my phone 6 and camera is not working proper, whatsapp is not working..",@343716 We can assist you. Please DM us with your current iOS version and we'll help you further. https://t.co/GDrqU22YpT,0,16
customer_479823,479823,1550274,2017-11-03 22:59:14+00:00,@AppleSupport .. I’m updated to 11.1 &amp; will not erase my device to fix your issue .. insanity I️ tell you ...,.. I’m updated to 11.1 &amp; will not erase my device to fix your issue .. insanity I️ tell you ...,@479823 This might help you fix that: https://t.co/xU1AGHStV6 Let us know in DM if it does. https://t.co/GDrqU22YpT,0,3
customer_518704,518704,1712492,2017-11-07 01:34:10+00:00,@518705 Woooooww @115858 @AppleSupport  so you really not gonna fixed this “I️” thing?,Woooooww so you really not gonna fixed this “I️” thing?,@518704 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0,18
customer_710086,710086,2485882,2017-11-15 22:09:57+00:00,@AppleSupport As soon as my update was complete! I have the most updated version: iOS 11.1.1,As soon as my update was complete! I have the most updated version: iOS 11.1.1,@710086 Thanks for those details.  We know how important it is for your battery to last and we'll do everything we can to assist.  Do you notice that certain application or tasks have more effect on your overall battery life?,2,3
customer_725383,725383,2554206,2017-11-02 14:19:25+00:00,This @115858 glitch or whatever when I️ type “I️” and turns into a symbol is really pissing me off 💀,This glitch or whatever when I️ type “I️” and turns into a symbol is really pissing me off 💀,@725383 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT,0,10
customer_334334,334334,902878,2017-11-02 18:46:51+00:00,@AppleSupport Its an iOS general problem. Nothing changes this,Its an iOS general problem. Nothing changes this,@334334 Do you know what version of the iOS is on the device?  We'll help out.,6,1
customer_286894,286894,699582,2017-11-23 14:05:48+00:00,"@115858 I’m having issues and would like to make a complaint, but no one seems to be willing to help at Apple Support UK.","I’m having issues and would like to make a complaint, but no one seems to be willing to help at Apple Support UK.",@286894 We'd like to look into this with you. Please share more info with us in DM to start. https://t.co/GDrqU22YpT,0,5
customer_573890,573890,1928421,2017-10-31 22:06:29+00:00,@AppleSupport iPhone 7 with iOS 11.1 :(,iPhone 7 with iOS 11.1 :(,@573890 We'd be happy to look into this with you further. DM us and we'll go from there. https://t.co/GDrqU22YpT,2,3
customer_437819,437819,1598080,2017-11-05 00:27:22+00:00,@115858 Hi guys and gals over there up there. My phone freezes twice daily. This sucks. Fix it. -Mega😊,Hi guys and gals over there up there. My phone freezes twice daily. This sucks. Fix it. -Mega😊,@437819 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,0,14
customer_460629,460629,1467502,2017-11-02 17:48:29+00:00,"Since my last iPhone software update, texting has a very annoying delay @115858","Since my last iPhone software update, texting has a very annoying delay",@460629 Let's see what we can find together! Which version of iOS shows installed at Settings &gt; General &gt; About?,0,12
customer_765661,765661,2731241,2017-11-20 15:47:46+00:00,@AppleSupport Can’t call or take calls can’t text can’t make WiFi calls,Can’t call or take calls can’t text can’t make WiFi calls,"@765661 Let's try following this article step by step, and let us know the result: https://t.co/U53YusKX3z",2,12
customer_806815,806815,2914677,2017-11-28 22:39:25+00:00,@AppleSupport why does my entire phone lag when I get an iMessage all of a sudden?,why does my entire phone lag when I get an iMessage all of a sudden?,@806815 We know how important it is for your iPhone to run smoothly. Let's partner up and get this resolved. What version of iOS are you running? Go to Settings &gt; General &gt; About to obtain. Let's dig into this deeper over DM: https://t.co/GDrqU22YpT,0,12
customer_693978,693978,2414313,2017-11-15 00:10:00+00:00,@AppleSupport Didn’t have to follow those steps. With the battery below 10% and temperature below 5 Celsius the phone shut down by itself. When it came back up the News app was gone. I guess still no News app for #Canada.,Didn’t have to follow those steps. With the battery below 10% and temperature below 5 Celsius the phone shut down by itself. When it came back up the News app was gone. I guess still no News app for #Canada.,@693978 Understood. Let's get to DM to continue. https://t.co/GDrqU22YpT,2,15
customer_134152,134152,82019,2017-11-30 11:23:19+00:00,"@116333 hi, mr.cook ! Actually I just to complain your company of china !  Last time I was asked some questions to your staff of apple company ! But they cannot solve the problems and the  service attitude it's was terrible and  impatient ! Pls focusing Apple of China management as well","hi, mr.cook ! Actually I just to complain your company of china ! Last time I was asked some questions to your staff of apple company ! But they cannot solve the problems and the service attitude it's was terrible and impatient ! Pls focusing Apple of China management as well",@134152 We'd like to hear more about your experience. DM us and we'll get started. https://t.co/GDrqU22YpT,0,5
customer_381603,381603,1108503,2017-10-14 02:37:18+00:00,Hi @115858 what's your policy on replacing the flash extension to headphone jack policy? My third one just broke...(worse life than chargers),Hi what's your policy on replacing the flash extension to headphone jack policy? My third one just broke...(worse life than chargers),@381603 We'd be glad to help. Let us know if you are referencing the Lightning to 3.5mm adapter via DM. https://t.co/GDrqU22YpT,0,17
customer_391256,391256,1152765,2017-10-24 17:36:39+00:00,"@AppleSupport Yesterday it was in lock screen, didn’t appear the wall paper and buttons didn’t work :/ I have to restart my phone #ios1103 https://t.co/BO8JwjOq2o","Yesterday it was in lock screen, didn’t appear the wall paper and buttons didn’t work :/ I have to restart my phone #ios1103","@391256 Just to confirm, when you say static do you mean the screen freezes? Let us know in DM. https://t.co/GDrqU22YpT",3,4
customer_460467,460467,1453886,2017-11-02 17:33:09+00:00,"@457407 @AppleSupport This happened to me too. I just opened iphone and literally hundreds of songs are gone! Just did Twitter search, did you find solution?","This happened to me too. I just opened iphone and literally hundreds of songs are gone! Just did Twitter search, did you find solution?","@460467 We're happy to help. To clarify, are you also referring to GarageBand or did this happen in a different Music app?",0,1
customer_247556,247556,548165,2017-12-02 11:12:36+00:00,"@115858 @AppleSupport please fix your shit I’m trying to do things and it’s pretty impossible when my phone is coming up with a black screen, loading symbol and restarting itself every 2 minutes","please fix your shit I’m trying to do things and it’s pretty impossible when my phone is coming up with a black screen, loading symbol and restarting itself every 2 minutes",@247556 We can assist you. Which version of iOS are you currently running on your device?,0,15
customer_355223,355223,993000,2017-10-12 01:25:14+00:00,Have an iPhone 7. Finally do the update and everything is freezing on my phone. Apps don’t work. Camera is glitching. Wtf @115858,Have an iPhone 7. Finally do the update and everything is freezing on my phone. Apps don’t work. Camera is glitching. Wtf,@355223 We're happy to help. When did you update your iOS software? Have you done any steps to try to resolve this?,0,14
customer_667164,667164,2298345,2017-11-12 16:16:57+00:00,"@AppleSupport Just updated to 11.1.1, battery doesn’t seem much better. I just want to know that Apple is looking into a fix for this. Tired of my Apple products aging so terribly, haven’t even had this phone for a year.","Just updated to 11.1.1, battery doesn’t seem much better. I just want to know that Apple is looking into a fix for this. Tired of my Apple products aging so terribly, haven’t even had this phone for a year.",@667164 We can look further into your battery life issues with you. Send us a DM using the link below and we'll continue from there. https://t.co/GDrqU22YpT,2,9
customer_506228,506228,1659213,2017-11-06 21:37:40+00:00,@AppleSupport I have done that and it still doesn’t work,I have done that and it still doesn’t work,@506228 Let's discuss this further in DM. https://t.co/GDrqU22YpT,2,1
customer_292620,292620,768269,2017-10-07 10:28:44+00:00,Honestly considering returning my new iPhone 8 Plus for a device without so many software &amp; hardware issues. Big disappointment. @115858,Honestly considering returning my new iPhone 8 Plus for a device without so many software &amp; hardware issues. Big disappointment.,@292620 We want you to enjoy your new iPhone 8. Could you tell us what kind of issues you're having?,0,8
customer_682277,682277,2362985,2017-11-13 21:26:59+00:00,"waar is het bovenste balkje??

letterlijk mijn telefoon is aan het buggen sinds de nieuwe iphones er zijn @115858 ik heb jullie wel door &amp; nee een nieuwe iphone zit niet in mijn studentenbudget https://t.co/JHuxKpM1e9",waar is het bovenste balkje?? letterlijk mijn telefoon is aan het buggen sinds de nieuwe iphones er zijn ik heb jullie wel door &amp; nee een nieuwe iphone zit niet in mijn studentenbudget,@682277 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,0,6
customer_187643,187643,300486,2017-10-06 20:00:30+00:00,@AppleSupport My apple account still hasn't been reset – it's nearly been 5 weeks since I started the recovery process. How long do I have to wait?!,My apple account still hasn't been reset – it's nearly been 5 weeks since I started the recovery process. How long do I have to wait?!,"@187643 While the process can't be expedited, you may reach our Apple ID team here: https://t.co/UJm15vmMM2",2,5
customer_429407,429407,1326040,2017-10-14 22:02:50+00:00,Stuck in an #osx install fail loop #1013 #HighSierra @AppleSupport @115858 #imac,Stuck in an #osx install fail loop #1013 #HighSierra #imac,@429407 We’d like to help. Can you DM us more info on what happens when trying to install macOS High Sierra? https://t.co/GDrqU22YpT,0,11
customer_297543,297543,742538,2017-10-11 14:15:18+00:00,"Is it just me? Or did @AppleSupport @115858 iOS 11.0.2 just turn my phone into a boat anchor?!
⏳. 🕰. ⏳. ⏰. ⏳. ⏱. ⏳. ⏳.  ⌛️.",Is it just me? Or did iOS 11.0.2 just turn my phone into a boat anchor?! ⏳. 🕰. ⏳. ⏰. ⏳. ⏱. ⏳. ⏳. ⌛️.,"@297543 What issues have you noticed since updating? DM us, and we'll work together to find a solution: https://t.co/GDrqU22YpT",0,3
customer_756910,756910,2692812,2017-11-19 16:38:57+00:00,"@AppleSupport Updated iPhone 6 from iOS 8 to 11 at an Apple Store, after my phone was shutting down at 80%. New iOS, hasn’t helped much and finds that the battery may need to be serviced. How do I know my battery isn’t defective, especially since it will only charge through wall?","Updated iPhone 6 from iOS 8 to 11 at an Apple Store, after my phone was shutting down at 80%. New iOS, hasn’t helped much and finds that the battery may need to be serviced. How do I know my battery isn’t defective, especially since it will only charge through wall?",@756910 We're glad to look into this with you and help sort out any battery issues you're experiencing. Please DM us to proceed from here. https://t.co/GDrqU22YpT,0,17
customer_334898,334898,2220454,2017-10-19 14:47:50+00:00,"@AppleSupport Question about syncing: I sent a DM, when you have time, thanks!","Question about syncing: I sent a DM, when you have time, thanks!",@334898 Thanks for reaching out. We've received your DM and will continue from there. https://t.co/GDrqU22YpT,0,19
customer_525633,525633,1742521,2017-11-07 05:19:36+00:00,@115858 Don’t update your phone if you don’t want this to happen! I️ hate it so much!,Don’t update your phone if you don’t want this to happen! I️ hate it so much!,@525633 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0,16
customer_142507,142507,119479,2017-11-23 22:22:42+00:00,@AppleSupport I keep getting this error message for about half the songs I try to play on @115948 what do I do? Thanks! https://t.co/MPGLNlA72u,I keep getting this error message for about half the songs I try to play on what do I do? Thanks!,@142507 We'll do all we can to help out. Are these songs that were downloaded to the device for offline play or are they added to your iCloud Music Library for streaming? Has there been any change in the iTunes Store region or are you not currently physically in that region?,0,1
customer_598679,598679,2024387,2017-11-06 05:09:07+00:00,#iphonex @AppleSupport why is it named a 6s? It’s a X and won’t let me buy Apple care. #help https://t.co/YRd0vPXu0L,#iphonex why is it named a 6s? It’s a X and won’t let me buy Apple care. #help,@598679 We’d be glad to look into this further. Can you confirm your location to us via DM? We'll want any additional details as well. https://t.co/GDrqU22YpT,0,4
customer_170998,170998,2143973,2017-11-08 23:29:26+00:00,hey @115858 why does my battery go from 92 to 74 in five mins???? fix this fam,hey why does my battery go from 92 to 74 in five mins???? fix this fam,"@170998 That's not expected behavior. Let's figure out what's causing this. Which iPhone do you have, and what's the iOS version?",0,17
customer_295219,295219,1339792,2017-10-27 10:20:43+00:00,When you accidentally order the #iPhoneX via straight payment instead of the Upgrade Plan 😩 Need to cancel my order @115858 😵,When you accidentally order the #iPhoneX via straight payment instead of the Upgrade Plan 😩 Need to cancel my order 😵,@295219 We can help.  Reach out to here for assistance: https://t.co/8yjRd1Xo0i,0,5
customer_224493,224493,2284976,2017-11-11 07:43:33+00:00,@AppleSupport AirPods are connected but they don’t play audio or the headphone symbol isn’t showing up on the bar at top please help,AirPods are connected but they don’t play audio or the headphone symbol isn’t showing up on the bar at top please help,@224493 We want your AirPods to work efficiently. We're here to assist. DM us what you product you are trying to connect your AirPods with to proceed. https://t.co/GDrqU22YpT,8,1
customer_154292,154292,288341,2017-10-06 12:32:16+00:00,@AppleSupport my right AirPod won’t charge. I’ve had them for a few months. What do I do?,my right AirPod won’t charge. I’ve had them for a few months. What do I do?,@154292 Thanks for reaching out. Can you tell us a little more about this? Are you getting a light when charging?,0,17
customer_170478,170478,228521,2017-11-15 04:38:56+00:00,@AppleSupport iOS 11.1.1,iOS 11.1.1,"@170478 Thanks for that information. Do you see the boxes when you type, or in existing posts? Let us know in DM. We'll meet you there. https://t.co/GDrqU22YpT",2,3
