conversation_id,customer_id,tweet_id,timestamp,customer_text,cleaned_text,next_agent_response,message_position,weak_intent
customer_349676,349676,2633398,2017-10-31 00:35:05+00:00,@AppleSupport my iMessage doesn’t work on phone but works on iPad. I did all the resets and everything still doesn’t work only sms. Help!,my iMessage doesn’t work on phone but works on iPad. I did all the resets and everything still doesn’t work only sms. Help!,"@349676 Thanks for reaching out. We would love to help. When you have a free moment, please tell us when you first encountered this issue.",0,messaging
customer_323164,323164,855445,2017-10-13 13:43:23+00:00,@AppleSupport Just slower opening apps and text messages and stuff. Slower in general. It’s been restarted yes.,Just slower opening apps and text messages and stuff. Slower in general. It’s been restarted yes.,@323164 Got it. Which iOS version is currently installed? You'll find that from Settings &gt; General &gt; About.,2,messaging
customer_339817,339817,926413,2017-10-13 21:54:59+00:00,"@AppleSupport My phone is okay - it's the charger that's broken. It came with my phone that I got 6 months ago, the quality of your chargers is shocking","My phone is okay - it's the charger that's broken. It came with my phone that I got 6 months ago, the quality of your chargers is shocking",@339817 Got it! We'll be happy to assist with getting that fixed. Send us a DM to get started. https://t.co/GDrqU22YpT,2,battery_charging
customer_794744,794744,2860001,2017-11-27 22:26:16+00:00,"@AppleSupport hello apple support. My fiance's iPhone 7 just started having the issue where the phone freezes when making phone calls. Is there a fix, I didn't see one in your forums","hello apple support. My fiance's iPhone 7 just started having the issue where the phone freezes when making phone calls. Is there a fix, I didn't see one in your forums",@794744 You've come to the right place for help. Let's start by getting her iOS version. You can find this at Settings &gt; General &gt; About &gt; Version. Does this happen on every call?,0,connectivity_calls
customer_374623,374623,1079475,2017-10-15 01:10:07+00:00,"@116333 @AppleSupport I’m amazed at how bad the ios11 has been. My phone is overheating, photos gone haywire and battery life sucks.Fix it","I’m amazed at how bad the ios11 has been. My phone is overheating, photos gone haywire and battery life sucks.Fix it",@374623 We're here to help. Which version of iOS 11 are you currently running? Send us a DM with the details. https://t.co/GDrqU22YpT,0,battery_charging
customer_502935,502935,1645949,2017-10-17 12:15:10+00:00,"@AppleSupport calls, voicemails , private messages and emails being ignored by Apple yet again showing how bad the customer service is!","calls, voicemails , private messages and emails being ignored by Apple yet again showing how bad the customer service is!",@502935 We've received your DM's and we'll continue working with you there.,2,messaging
customer_510853,510853,1679932,2017-11-06 14:04:35+00:00,"Guys, I’ve started to use the | for the capital letter i because that whole I️ thing is actually driving me insane. Genius?? @115858, fix it!","Guys, I’ve started to use the | for the capital letter i because that whole I️ thing is actually driving me insane. Genius?? , fix it!",@510853 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0,repair_support
customer_342233,342233,937486,2017-10-21 14:00:34+00:00,Anyone else’s iPhone voicemail greeting totally not working? Automatically goes to @115858 default greeting. Argh.,Anyone else’s iPhone voicemail greeting totally not working? Automatically goes to default greeting. Argh.,@342233 Thanks for reaching out to us. Please send us a DM and we can chat with you there. https://t.co/GDrqU22YpT,0,connectivity_calls
customer_149285,149285,146628,2017-11-24 08:51:36+00:00,@AppleSupport how can i check the battery health on my iphone5? it often shuts down at 30% or so,how can i check the battery health on my iphone5? it often shuts down at 30% or so,@149285 You're in the right place. We know you need your iPhone ready from 100% to 1% of the battery. Please send us a DM with the iOS version from Settings &gt; General &gt; About and we can get started there. https://t.co/GDrqU22YpT,0,battery_charging
customer_764959,764959,2728099,2017-11-20 10:40:52+00:00,"@AppleSupport 
Hello 
I recently ported my phone number from one carrier to another 
I however have been unable to activate iMessages 
I’ve tried all solutions suggested on the Apple website but none have worked.
Please assist 
Thank you",Hello I recently ported my phone number from one carrier to another I however have been unable to activate iMessages I’ve tried all solutions suggested on the Apple website but none have worked. Please assist Thank you,@764959 Let's see what we can figure out together. Which version of iOS is installed on your iPhone currently? What errors or messages are you receiving in the process?,0,messaging
customer_224962,224962,1773405,2017-11-08 02:38:50+00:00,"Yo @118721 @116333 @115858 I’m not sure who’s responsible for this, but I just signed up to your 3month FREE iTunes music trial. Please explain my $1 deduction. https://t.co/6Ad2sRajqD","Yo I’m not sure who’s responsible for this, but I just signed up to your 3month FREE iTunes music trial. Please explain my $1 deduction.",@224962 We'd like to help. DM us here to continue: https://t.co/GDrqU22YpT,0,apps_services
customer_622666,622666,2110806,2017-11-17 19:59:03+00:00,@115858 either don't make my iPhone defective when I run out of iCloud space or don't make iCloud storage a monthly fee. It is complete bs that my phone stops working even though my actual phone storage is abundant.,either don't make my iPhone defective when I run out of iCloud space or don't make iCloud storage a monthly fee. It is complete bs that my phone stops working even though my actual phone storage is abundant.,"@622666 We can help with your iPhone and the storage issue. Let us know in DM if you're receiving error messages, please. https://t.co/GDrqU22YpT",0,account_icloud
customer_218511,218511,435775,2017-10-10 15:52:49+00:00,This IOS update was the worst thing to happen to my phone @AppleSupport @115858,This IOS update was the worst thing to happen to my phone,@218511 What kind of issues are you having after the update? We'd love to help.,0,software_update
customer_259784,259784,590924,2017-12-03 15:38:51+00:00,"@115858 every time my phone gets ut on charge it goes down battery, help pls","every time my phone gets ut on charge it goes down battery, help pls",@259784 Thanks for contacting us again about this battery issue.  We're happy to help.  Please DM us and we can continue troubleshooting. https://t.co/GDrqU22YpT,2,battery_charging
customer_586634,586634,1981849,2017-11-02 16:12:43+00:00,@AppleSupport issue in ios11.. icons vanish when unlocking the phone..ios11.0.3 https://t.co/g0iow2QQua,issue in ios11.. icons vanish when unlocking the phone..ios11.0.3,@586634 Does the same thing happen after a restart or updating to iOS 11.1? Tell us more via DM: https://t.co/soeXTHWFdK https://t.co/GDrqU22YpT,0,software_update
customer_164995,164995,667812,2017-11-23 03:33:39+00:00,@AppleSupport I stopped using my Apple Music and now all my iTunes music purchases are gone! From when I the iPhone 3g. Where is my music! https://t.co/6qCpgEkeLh,I stopped using my Apple Music and now all my iTunes music purchases are gone! From when I the iPhone 3g. Where is my music!,@164995 Our iTunes Store team may be best equipped to assist you with the issue you described. You can reach out to them here: https://t.co/SDIe7UiyJN if you have any other questions please reach out to us in DM. https://t.co/GDrqU22YpT,4,apps_services
customer_610087,610087,2682492,2017-11-19 14:32:34+00:00,@AppleSupport 11.1.1 and now 11.1.2. My wife says it’s happening to her as well. Just started recently. Nothing in my autocorrect text correction settings,11.1.1 and now 11.1.2. My wife says it’s happening to her as well. Just started recently. Nothing in my autocorrect text correction settings,@610087 Let's have a look at this together. Can you please DM us? https://t.co/GDrqU22YpT,4,keyboard_input
customer_499269,499269,1009080,2017-10-17 04:23:34+00:00,@358777 @AppleSupport I‘ve the same problems with staying connected to my wi-fi network with my iphone 7+.,I‘ve the same problems with staying connected to my wi-fi network with my iphone 7+.,@499269 We'd be happy to look into this with you. Can you provide us which iOS version you're using? https://t.co/ZTw54HL4Rm,0,connectivity_calls
customer_510685,510685,1679198,2017-11-06 13:25:45+00:00,@510686 @115858 keyboard problems shit keeps auto changing “I” to this weird question mark symbol,keyboard problems shit keeps auto changing “I” to this weird question mark symbol,@510685 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0,keyboard_input
customer_630371,630371,2144042,2017-11-08 23:27:16+00:00,To all iPhone users &amp; @AppleSupport is there a way to disable autocorrect on iPhone8 and 8+ ???,To all iPhone users &amp; is there a way to disable autocorrect on iPhone8 and 8+ ???,"@630371 You can turn it off by going to Settings &gt; General &gt; Keyboards and sliding the ""Auto-Correction"" slider off.",0,keyboard_input
customer_614377,614377,2077340,2017-10-09 04:14:04+00:00,breh i jus lost hella lyrics n shit in my notes fuck @115858,breh i jus lost hella lyrics n shit in my notes fuck,@614377 Let's see what we can do to get this resolved. If you go to https://t.co/tmRhWEkIq4 do you see the notes there? Reply in DM. https://t.co/GDrqU22YpT,0,apps_services
customer_154491,154491,165787,2017-11-24 20:05:17+00:00,My macbook’s trackpad &amp; keyboard are frozen! How can i fix this? I can’t access it at all @AppleSupport https://t.co/4Z4zu1nQSW,My macbook’s trackpad &amp; keyboard are frozen! How can i fix this? I can’t access it at all,@154491 Hi. We're here to help you. Have you tried forcing your MacBook to shutdown by holding down the power button?,4,keyboard_input
customer_669016,669016,2305981,2017-11-13 00:29:51+00:00,"@AppleSupport They cleared it and sent it home 3 times, each time it failed, all on a wiped system. ( they told us to wipe it) they are replacing the machine as they can’t figure it out. 2 week wait, so one of my employees is now idle. 4 trips to the Apple store. Hours of lost revenue...","They cleared it and sent it home 3 times, each time it failed, all on a wiped system. ( they told us to wipe it) they are replacing the machine as they can’t figure it out. 2 week wait, so one of my employees is now idle. 4 trips to the Apple store. Hours of lost revenue...","@669016 We're sorry for that inconvenience but it sounds like the situation is in the process of being resolved at this point. If you have any other questions or concerns, DM us and we can look into it further. https://t.co/GDrqU2kzhr",2,repair_support
customer_450015,450015,1419631,2017-11-01 23:34:34+00:00,Hey @115858 can you fix this autocorrect problem?! The letter i is changing to I️,Hey can you fix this autocorrect problem?! The letter i is changing to I️,@450015 We can help you with this. Which iOS version is your device currently running?,0,keyboard_input
customer_521016,521016,1721763,2017-10-17 18:46:37+00:00,@AppleSupport I’m using ios11.3 and it’s when I am on snapchat and things like that,I’m using ios11.3 and it’s when I am on snapchat and things like that,@521016 Are there any other social apps that you use heavily? Thanks.,2,software_update
customer_796616,796616,2868494,2017-11-28 01:17:54+00:00,Hey @115858 bring back the show battery percentage settings option I cant eyeball that shit,Hey bring back the show battery percentage settings option I cant eyeball that shit,@796616 We value feedback and suggestions. Tell us more here: https://t.co/eTPVYVFyd8,0,battery_charging
customer_367195,367195,1045615,2017-10-13 04:51:13+00:00,@AppleSupport I used to do iTunes but I never connect to my computer and my iCloud is full!,I used to do iTunes but I never connect to my computer and my iCloud is full!,@367195 Please join us in DM and let us know which iOS version is installed. You can find it in: Settings &gt; General &gt; About &gt; Version https://t.co/GDrqU22YpT,2,account_icloud
customer_122925,122925,31408,2017-11-01 03:42:17+00:00,@AppleSupport the I️ keeps autocorrecting to a strange symbol,the I️ keeps autocorrecting to a strange symbol,@122925 Let's look in to this issue together. Which iOS version is installed? You can find that from Settings &gt; General &gt; About.,0,keyboard_input
customer_668208,668208,2302714,2017-11-12 15:48:23+00:00,Woah @AppleSupport my phone was on 19% on my lunch at 2 o’clock put it down on low power mode just lifted it up again on my break and it’s on 10% even though it hasn’t been touched since 2 o’clock?,Woah my phone was on 19% on my lunch at 2 o’clock put it down on low power mode just lifted it up again on my break and it’s on 10% even though it hasn’t been touched since 2 o’clock?,@668208 We want to help with the battery issues you're experiencing. Join us in DM with additional details to get started: https://t.co/GDrqU22YpT,0,battery_charging
customer_460029,460029,1464944,2017-10-17 04:17:42+00:00,"my iphone 7 after the last software update became slower, the screen goes black and only the screen in lock mode. @115858 @AppleSupport","my iphone 7 after the last software update became slower, the screen goes black and only the screen in lock mode.",@460029 Having a reliable iPhone is important! We'd be happy to help. Let us know when you updated to iOS 11.0.3 in DM to continue. https://t.co/GDrqU22YpT,0,software_update
customer_595519,595519,2013989,2017-11-05 17:00:24+00:00,@AppleSupport what is wrong with my typing. I️ can’t type the word eye. This is ridiculous.,what is wrong with my typing. I️ can’t type the word eye. This is ridiculous.,@595519 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,0,keyboard_input
customer_739574,739574,2616648,2017-11-17 06:51:31+00:00,The EarPods that came with my iPhone 8 Plus I just got don’t work they work for a second then the volume goes down till it stops but only the right one thanks @115858 @AppleSupport,The EarPods that came with my iPhone 8 Plus I just got don’t work they work for a second then the volume goes down till it stops but only the right one thanks,"@739574 Hey, we can certainly explore some options regarding the EarPods. To help us isolate, can you test those EarPods out on another device and let us know if you experience the same issue?",0,hardware_device
customer_446177,446177,1402928,2017-10-28 17:03:14+00:00,"@AppleSupport my phone has turned into a brick since the new update, cant make calls apps barely work,missing text messages, everything","my phone has turned into a brick since the new update, cant make calls apps barely work,missing text messages, everything",@446177 That's not okay. Let's take a look in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,0,messaging
customer_321589,321589,848269,2017-10-09 03:19:33+00:00,@AppleSupport: Por qué la actualización dl IPHONE 11.0.1 bajó la duración d la BATERÍA casi un 60% y cuando restablecerán esto❓🙏🏾😰,: Por qué la actualización dl IPHONE 11.0.1 bajó la duración d la BATERÍA casi un 60% y cuando restablecerán esto❓🙏🏾😰,@321589 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,0,hardware_device
customer_150481,150481,1358126,2017-10-27 17:42:59+00:00,"@AppleSupport Seriously, why do you turn on Bluetooth and WiFi automatically after the iOS 11 update? This - https://t.co/aP5z1qiTW1 sucks.","Seriously, why do you turn on Bluetooth and WiFi automatically after the iOS 11 update? This - sucks.","@150481 To turn those off, use the Settings app. Control Center drops current connections. Find more info here: https://t.co/G7BHuQnDS6",0,connectivity_calls
customer_245236,245236,539970,2017-12-02 05:13:42+00:00,@AppleSupport my iPhone isn’t working at all and you guys took extra money out of my account .,my iPhone isn’t working at all and you guys took extra money out of my account .,@245236 We'd be happy to assist with any issues you're experiencing. Can you provide us more details about what's going on?,0,account_icloud
customer_238540,238540,514799,2017-12-01 23:49:50+00:00,@AppleSupport - Guys there is some bug in your iphone 8 sms. Please fix that. i am unable to see many times last sms from a person or a company if i have got new message. Its very annoying specially in case of tickets.,- Guys there is some bug in your iphone 8 sms. Please fix that. i am unable to see many times last sms from a person or a company if i have got new message. Its very annoying specially in case of tickets.,@238540 We are here to help. DM us your iOS version and we can take a look at this. https://t.co/GDrqU22YpT,1,messaging
customer_482049,482049,1560057,2017-11-04 03:01:57+00:00,@AppleSupport @115858 can you please fix the letter i👈🏼,can you please fix the letter i👈🏼,@482049 Thanks for reaching out. Please follow the steps here and let us know if you needed further assistance: https://t.co/xU1AGIa4ME,0,hardware_device
customer_504026,504026,1650135,2017-11-05 20:31:16+00:00,@115858 new ios 11.0.3 is complete garbage!!!!!!! Phone battery dies. Text messages locks up screen. While writing a text phone erases msg.,new ios 11.0.3 is complete garbage!!!!!!! Phone battery dies. Text messages locks up screen. While writing a text phone erases msg.,"@504026  We recently released iOS 11.1, so let’s begin by upgrading to that latest version.  https://t.co/80YRnjDFDk",2,messaging
customer_160100,160100,187927,2017-10-04 03:26:28+00:00,My phone keeps freezing and I can’t even snap videos anymore ever since I updated the iOS @115858 @115858 @115858 @115858 @115858,My phone keeps freezing and I can’t even snap videos anymore ever since I updated the iOS,@160100 Thanks for reaching out. Which iPhone model are we working with? Have you had a chance to update to iOS 11.0.2?,0,software_update
customer_430559,430559,1331227,2017-10-27 04:35:04+00:00,"@AppleSupport I don't know why Apple Music showed like this yesterday while I have an account already, but now it's okay. Thank you 👌🏻 https://t.co/oABw7b3qfd","I don't know why Apple Music showed like this yesterday while I have an account already, but now it's okay. Thank you 👌🏻",@430559 We're glad you're able to get back to enjoying your subscription. Feel free to reach out to us again in the future.,2,account_icloud
customer_663698,663698,2283823,2017-11-11 02:43:27+00:00,@AppleSupport the hell is this?!?! Completely ruining my typing. Anything that starts with i it trues changing and does even if I keep typeing https://t.co/bRgEnFTtCv,the hell is this?!?! Completely ruining my typing. Anything that starts with i it trues changing and does even if I keep typeing,"@663698 We understand how this can be frustrating. iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists in DM. How to back up: https://t.co/4f8hwT5to6 https://t.co/GDrqU22YpT",0,keyboard_input
customer_412522,412522,2018304,2017-11-04 17:54:33+00:00,"my phone is either sending the same text 2-3x, not sending them at all, cutting them into multiple messages, or not charging. A+ @115858","my phone is either sending the same text 2-3x, not sending them at all, cutting them into multiple messages, or not charging. A+",@412522 We'd like to help. Which iOS version are you using? Does this happen with iMessage &amp; SMS? Let us know in DM: https://t.co/GDrqU22YpT,0,messaging
customer_391464,391464,1153823,2017-10-24 15:49:00+00:00,@AppleSupport your guys maps app isn’t working again! I can’t directions anywhere and I’m in a city I’m not familiar with!!,your guys maps app isn’t working again! I can’t directions anywhere and I’m in a city I’m not familiar with!!,"@391464 Let's team up on this. Which device are you experiencing this on, and which software version is it running?",0,hardware_device
customer_692102,692102,2406531,2017-11-14 16:50:07+00:00,@AppleSupport That’s the same link you provided in your original response. 0 help Apple. Am I communicating with a Human or AI account?,That’s the same link you provided in your original response. 0 help Apple. Am I communicating with a Human or AI account?,"@692102 If you're having troubles locating the option for our support team, go ahead and reach out to us in DM and let us know what country you're located in. We can help get you pointed in the right direction there. https://t.co/GDrqU22YpT",4,account_icloud
customer_533546,533546,1775549,2017-10-10 21:55:57+00:00,"The new update from @115858 has been a disaster! Very buggy, apps not working properly very disappointing","The new update from has been a disaster! Very buggy, apps not working properly very disappointing",@533546 We are here to help whenever possible. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,0,software_update
customer_299686,299686,751803,2017-10-11 16:49:58+00:00,@AppleSupport my App Store has for some reason changed to Canada as its location and requiring a new credit card even though my account...,my App Store has for some reason changed to Canada as its location and requiring a new credit card even though my account...,@299686 We're happy to assist. Please meet us in DM and we'll work together to find a solution. https://t.co/GDrqU22YpT,0,account_icloud
customer_765491,765491,2730427,2017-11-21 07:36:38+00:00,@AppleSupport @115858 I still have it with me. Please help me get a replacement at the earliest.,I still have it with me. Please help me get a replacement at the earliest.,"@765491 We understand wanting to get a new iPhone X as soon as possible. Given your location though, you'll need to continue to work with the service center in your area.",4,repair_support
customer_470685,470685,1510857,2017-11-03 12:11:23+00:00,@115858 from india.ur WiFi shortcut on I phone 6 don't switch off WiFi rather just disconnects network.pls solve this bug,from india.ur WiFi shortcut on I phone 6 don't switch off WiFi rather just disconnects network.pls solve this bug,@470685 We've made changes to how Wi-Fi and Bluetooth work with in the Control Center. Learn more here: https://t.co/G7BHuQnDS6,0,connectivity_calls
customer_175418,175418,250076,2017-10-05 16:12:59+00:00,Smushed on top. iOS 11 irregularity. Never had this occur before. Need fixing. Lodging for FYI. @AppleSupport https://t.co/bouujuSTDo,Smushed on top. iOS 11 irregularity. Never had this occur before. Need fixing. Lodging for FYI.,@175418 We want to check this out. Send us a DM and we will go from there. https://t.co/GDrqU22YpT,0,software_update
customer_375115,375115,1081489,2017-10-23 21:28:17+00:00,"@AppleSupport 11.0.3 yes, I turn it off, I leave my house and then if I pass somewhere I’ve connected to the WiFi before it turns itself back on","11.0.3 yes, I turn it off, I leave my house and then if I pass somewhere I’ve connected to the WiFi before it turns itself back on","@375115 To clarify, if you go to Settings &gt; Wi-Fi, is Wi-Fi toggled off?",2,connectivity_calls
customer_396893,396893,1177198,2017-10-25 00:34:40+00:00,Soooo like can anyone explain this to me orrr? @115948 @115858 @AppleSupport https://t.co/fJcdzStlMd,Soooo like can anyone explain this to me orrr?,"@396893 Great question! Are you a member of Apple Music? Also, which device are you playing music on and which iOS is installed?",0,hardware_device
customer_305367,305367,775774,2017-10-12 02:59:21+00:00,Just wanted to download word to the ipad &amp; even did a software update now it says it cant download bc theres another update to do? @115858 👎🏽,Just wanted to download word to the ipad &amp; even did a software update now it says it cant download bc theres another update to do? 👎🏽,@305367 We want you to be able to download your apps. Reach out to us in DM. https://t.co/GDrqU22YpT,0,software_update
customer_776907,776907,2781993,2017-11-21 17:08:36+00:00,"@AppleSupport can you all send out an update to fix the I, I’m, &amp; I️ts issue from the A with the box issue 😡😡😡","can you all send out an update to fix the I, I’m, &amp; I️ts issue from the A with the box issue 😡😡😡","@776907 We recently released an update to address this. Have you had a chance as of yet to update? If not, backup your device, then give that update a go and let us know if you see a change afterwards.",0,software_update
customer_569813,569813,1912953,2017-10-18 13:00:29+00:00,so tell me how my iPhone was plugged in all night &amp; charging but I wake up to it on 8% ???? I’m not playin @115858,so tell me how my iPhone was plugged in all night &amp; charging but I wake up to it on 8% ???? I’m not playin,"@569813 Happy to help. Have you been able to check your charging components?  Cable, outlet, charger plug to be sure they are working?",0,battery_charging
customer_815841,815841,2955445,2017-11-29 18:52:44+00:00,@AppleSupport That does not work. I can connect to Apple Music and play music but I cannot enable iCloud music library.,That does not work. I can connect to Apple Music and play music but I cannot enable iCloud music library.,@815841 Thank for trying those steps. We want to make sure we are helping the best we can. Let's meet in DM and work on this together. https://t.co/GDrqU22YpT,2,account_icloud
customer_365412,365412,2804426,2017-11-22 02:06:55+00:00,"@AppleSupport I’ve reset my password using my Apple ID three times, but I can’t get into my Mac.  What should I do next?","I’ve reset my password using my Apple ID three times, but I can’t get into my Mac. What should I do next?",@365412 We certainly want you to be able to have access to your Mac. What are you seeing happen when you are trying to log into your Mac? Join us in DM and we'll continue there. https://t.co/GDrqU22YpT,2,account_icloud
customer_646745,646745,612889,2017-11-10 03:37:01+00:00,@AppleSupport There’s still an “I”in my emoji keyboard,There’s still an “I”in my emoji keyboard,@646745 We'd like to take a look into what's going on. Send us a DM with your device type and iOS version to get started. https://t.co/GDrqU22YpT,0,keyboard_input
customer_724216,724216,2548701,2017-10-30 12:22:20+00:00,"I think my new iPhone 7 is faulty.
It keeps disconnecting from the WiFi, requiring me to renter the password numerous times.
@AppleSupport?","I think my new iPhone 7 is faulty. It keeps disconnecting from the WiFi, requiring me to renter the password numerous times. ?","@724216 We'd be happy to see how we can help. To start, can you tell us which iOS version you're using?",0,account_icloud
customer_559707,559707,1874837,2017-10-21 21:44:42+00:00,@AppleSupport MY BATTERY IS SWOLLEN OR SOMETHING!!!,MY BATTERY IS SWOLLEN OR SOMETHING!!!,@559707 Let’s look into what’s happening together. Send a DM giving us details about what's happening and on which device. https://t.co/GDrqU22YpT,0,battery_charging
customer_784964,784964,2862147,2017-11-27 22:39:14+00:00,"Hey @AppleSupport thanks for absolutely nothing last night! Chance to redeem yourself today though, how I do make my phone stop autocorrecting “it” to I.T   ?","Hey thanks for absolutely nothing last night! Chance to redeem yourself today though, how I do make my phone stop autocorrecting “it” to I.T ?","@784964 Thanks for contacting us, we can help you with your auto-correct issue. Please make sure your device is up to date with the latest iOS.

How to update your iOS device: https://t.co/80YRnjDFDk",4,keyboard_input
customer_576658,576658,1392455,2017-10-28 02:36:15+00:00,"@115858 Your products suck.  Two iPhone 7s died on me within one month and all your ""geniuses"" could say was that it was ""weird.""","Your products suck. Two iPhone 7s died on me within one month and all your ""geniuses"" could say was that it was ""weird.""","@576658 Meet us in DM, then we can look into this with you from there. We want to make sure we get your iPhone up and running. https://t.co/GDrqU22YpT",0,repair_support
customer_528348,528348,1754172,2017-11-07 16:08:48+00:00,"Ever since #iOS111 update my voice 2 txt is completely off, #siri doesn’t respond, and the autocorrections are miserable. @AppleSupport","Ever since #iOS111 update my voice 2 txt is completely off, #siri doesn’t respond, and the autocorrections are miserable.",@528348 We'd love to help. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.,0,software_update
customer_369390,369390,1234764,2017-10-25 18:16:10+00:00,@AppleSupport Time Machine wont back up to my network drive. How do I fix this?,Time Machine wont back up to my network drive. How do I fix this?,@369390 We'd like to take a look at this. Reach out to us in DM with more information. https://t.co/GDrqU22YpT,2,connectivity_calls
customer_193852,193852,6794,2017-10-07 14:17:35+00:00,@AppleSupport I updated my phone and now I can’t make calls,I updated my phone and now I can’t make calls,@193852 We're here to help. What happens when you try to place a call?,0,connectivity_calls
customer_290891,290891,872521,2017-10-13 12:20:01+00:00,@AppleSupport All this new update has done is fuck my phone up.. Problems with home screen now no time &amp; battery percentage?? https://t.co/Gx8X3d4Fot,All this new update has done is fuck my phone up.. Problems with home screen now no time &amp; battery percentage??,"@290891 We recently released iOS 11.0.3. Have you had the chance to update yet? If not, let's have you update to see if that helps.",0,hardware_device
customer_803156,803156,2899060,2017-11-28 17:08:41+00:00,@AppleSupport my Apple Music just crashed and every time I open the app it shows a black screen and crashes again can it be fixed?,my Apple Music just crashed and every time I open the app it shows a black screen and crashes again can it be fixed?,@803156 We'd be happy to assist you.  Let us know in DM the device you're using with Apple Music and the steps tried and we'll continue from there. https://t.co/GDrqU22YpT,0,hardware_device
customer_266096,266096,1333696,2017-10-18 21:45:24+00:00,@AppleSupport My charging section of my IPhone 6s isn’t working when charginging my charger wiggles around going on and off ?,My charging section of my IPhone 6s isn’t working when charginging my charger wiggles around going on and off ?,@266096 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,2,battery_charging
customer_212133,212133,407504,2017-10-09 21:25:07+00:00,@AppleSupport Hi. I just sent you a message. Thanks!,Hi. I just sent you a message. Thanks!,@212133 Perfect. We got your DM and will continue working with you there!,0,messaging
customer_636761,636761,2170692,2017-11-08 07:25:44+00:00,"@AppleSupport iam from indonesia, how to contact your support team? I have some issues bout apple id.. thx","iam from indonesia, how to contact your support team? I have some issues bout apple id.. thx",@636761 Thank you for reaching out to us. You can contact our Apple ID team here:  https://t.co/UJm15vmMM2,0,account_icloud
customer_390859,390859,1151006,2017-10-24 14:22:49+00:00,@AppleSupport Le capteur de proximité ne marche pas sur l'iPhone lorsqu'on récupère un appel initié depuis l'#AppleWatch,Le capteur de proximité ne marche pas sur l'iPhone lorsqu'on récupère un appel initié depuis l'#AppleWatch,@390859 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,0,hardware_device
customer_134158,134158,82047,2017-11-30 04:18:01+00:00,@AppleSupport I deleted texts by mistake. iPhone backed up automatically and erased last backups. Unable to restore backup cuz older backups don't appear on iTunes to select from although I see it in my computer. No iCloud backup. Can I do anything to retrieve the texts?,I deleted texts by mistake. iPhone backed up automatically and erased last backups. Unable to restore backup cuz older backups don't appear on iTunes to select from although I see it in my computer. No iCloud backup. Can I do anything to retrieve the texts?,"@134158 Hi there and thanks for reaching out. To restore deleted text messages, we would need to use a backup that was created before the messages were deleted.",2,account_icloud
customer_279767,279767,669857,2017-10-05 10:51:45+00:00,@AppleSupport The new update just broke my phone. Thanks for that!,The new update just broke my phone. Thanks for that!,@279767 We're here to help. Have you updated to iOS 11.0.2? https://t.co/ahjigcvFRG Let us know in DM. https://t.co/GDrqU22YpT,0,software_update
customer_249535,249535,554912,2017-12-02 17:10:27+00:00,"@AppleSupport #iMessage is not working on #MacBookPro with #HighSierra.
Please follow this https://t.co/JwpfFSjsTa
I even tried on new #MacBookPro. Seems some issue with my #AppleId.",#iMessage is not working on #MacBookPro with #HighSierra. Please follow this I even tried on new #MacBookPro. Seems some issue with my #AppleId.,@249535 We want to help. DM us and we'll continue there. https://t.co/GDrqU22YpT,0,messaging
customer_193759,193759,326407,2017-10-07 13:40:30+00:00,@115858 Loved my iPhone 7 until I downloaded iOS 11. Worst battery drain ever. #DoBetter,Loved my iPhone 7 until I downloaded iOS 11. Worst battery drain ever. #DoBetter,"@193759 We want to help. Are you running the latest version of iOS, 11.0.2? DM us and let us know. https://t.co/GDrqU22YpT",0,battery_charging
customer_562710,562710,1886649,2017-10-23 06:12:20+00:00,@115858 @AppleSupport what is going on with your service?? I have to hit all my apps numerous times to open to include my messages!,what is going on with your service?? I have to hit all my apps numerous times to open to include my messages!,"@562710 We'd like to see if we can help. To get started, DM us the device you're experiencing this on. We'll meet you there. https://t.co/GDrqU22YpT",0,messaging
customer_344506,344506,946755,2017-10-14 00:39:26+00:00,@AppleSupport Will the Genius Bar be able to upgrade my MacBook Pro ssd?,Will the Genius Bar be able to upgrade my MacBook Pro ssd?,"@344506 Hi there! We'd like to see how we can assist. To begin, please DM us your MacBook Pro model: https://t.co/GDrqU22YpT",0,repair_support
customer_489470,489470,1715203,2017-11-07 02:34:06+00:00,@AppleSupport now I can’t type “I️t” either - seriously what is going on with this iOS? @115858,now I can’t type “I️t” either - seriously what is going on with this iOS?,@489470 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,4,software_update
