customer_tweet_id,customer_author_id,customer_created_at,customer_text,agent_tweet_id,agent_created_at,agent_response
177860,157896,2017-11-25 00:47:33+00:00,"@AppleSupport is there any reason why my iPad and now my iPhone just randomly shutdown for no reason, first time it’s ever happened, and when I go to turn it on it says low battery, but it was on 98%",177858,2017-11-25 01:02:00+00:00,"@157896 Great question and we're happy to look into this with you. Take a look at this article: https://t.co/KyywFa9iZ3 Send us a DM and let us know if there is any message like the one described in the article on your iPhone. Also, let us know which device is showing 98%. https://t.co/GDrqU22YpT"
2519385,717641,2017-11-16 01:03:50+00:00,@AppleSupport Also running an iPhone 6S,2519386,2017-11-16 01:38:00+00:00,"@717641 Thanks for that information. When did you first notice this issue? Send us some more details in DM, and we’ll continue work with you there. https://t.co/GDrqU22YpT"
1915361,570514,2017-10-26 00:21:42+00:00,Just downloaded IOS update on my 7+ what the hell is happening? My battery life has diminished. @AppleSupport,1915360,2017-10-26 00:29:29+00:00,@570514 Your battery life is important to us. We want to get down to the bottom of this with you. Let's work together in DM. https://t.co/GDrqU22YpT
1865236,557256,2017-10-20 15:32:19+00:00,@AppleSupport Just reinstalled the whole system and now my MBP started freezing. Is there a way to know what is causing it?,1865235,2017-10-20 16:43:00+00:00,"@557256 We'd be happy to work with you to get to the bottom of this. After reinstalling macOS, did you restore from a backup? DM us here: https://t.co/GDrqU22YpT"
891628,331724,2017-10-20 22:33:37+00:00,@AppleSupport I have a question about the Apple Store gift cards,891626,2017-10-21 00:05:28+00:00,@331724 We'll answer it as best we can.
2276308,662062,2017-11-11 13:17:10+00:00,@AppleSupport I was chatting with a customer service representative for 81 minutes before she could transfer me to a senior rep who then accidentally ended the chat after saying hi. I would call but my phone doesn't work!!! Fix this. Now.,2276307,2017-11-11 17:23:28+00:00,@662062 Thanks for reaching out. DM us more info about your experience and we'll get you to the right spot. https://t.co/GDrqU22YpT
1917938,347349,2017-10-26 03:25:48+00:00,@AppleSupport how many days before AppleCare+ for  Watch shows up? Got my watch in the mail today but it’s not registered with plan yet.,1917937,2017-10-26 12:13:34+00:00,"@347349 Thanks for reaching out! We have received your DM's, be on the lookout for our response there and we'll continue. https://t.co/GDrqU22YpT"
2207695,645451,2017-11-10 01:15:27+00:00,"If @115858 doesn’t fix this I️ issue, I’m going to Samsung",2207694,2017-11-10 02:15:00+00:00,"@645451 Good news! We already have. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out: https://t.co/xXaXeeSRt9"
339972,197189,2017-10-07 22:30:08+00:00,Hey @AppleSupport my iPhone 7 is almost too hot to hold. What do I do? https://t.co/dt86BMvKIj,339971,2017-10-08 00:06:00+00:00,@197189 That's not what we'd expect to hear. DM us and we'll see what we can do to assist there. https://t.co/GDrqU22YpT
2977488,821169,2017-11-17 03:14:56+00:00,"5 hours ago this was ""5 hours and 40 minutes"" @AppleSupport it's been over 20 hours of trying to reinstall this software. I have things that need to be done, and I'm at a standstill. Yes, I have high-speed internet and a strong connection. Also pretty sure it's frozen now... 😡 https://t.co/KRMwS1bVQg",2977487,2017-11-17 04:15:33+00:00,"@821169 Thanks for reaching out to us for support. That is certainly not the experience that we wanted you to have with your computer, and we are going to do everything we can to help you. When you have a free moment, please DM us so that we can look into this together. https://t.co/GDrqU22YpT"
2193351,641908,2017-11-09 16:20:08+00:00,@115858 how do you fuck up the letter I️,2193350,2017-11-09 21:17:00+00:00,"@641908 Let's get that fixed for you. There is a new iOS update available, iOS 11.1.1. There is a fix for autocorrect issues in the update. You’ll want to back up your device before any update. How to back up: https://t.co/4f8hwT5to6"
1683533,511723,2017-11-06 16:33:21+00:00,@115858 fix my damn “I️” right damn now. Got me looking like “I️” am typing in Webdings.,1683532,2017-11-06 16:46:00+00:00,@511723 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2555405,638684,2017-11-16 13:18:13+00:00,@AppleSupport @115948 some songs don’t get added to playlists. Have to constantly confirm and constantly check. Quite annoying. #iOS11.1.1,2555404,2017-11-16 15:53:44+00:00,@638684 We'd like to look into this. Click here to join us in DM. We'll assist you from there: https://t.co/GDrqU22YpT
2746192,769033,2017-11-20 21:50:25+00:00,Hey @115858! Would be great in next iOS update to get an icon (e. g. as for Bluetooth) to know that we have the phone running in silent mode! Thanks!,2746191,2017-11-20 22:00:41+00:00,@769033 We appreciate feedback. Please submit that here: https://t.co/eTPVYVFyd8
1930353,574423,2017-10-28 03:22:46+00:00,@AppleSupport im gttin a 12894 error w/ Apple Music. Annoying! So nt wrth my mnthly Subscrption! ALL I WNNA DO IS LISTEN TO BAD &amp; BOUJEE!,1930351,2017-10-28 12:30:04+00:00,@574423 We'd love to look into this. Please click here to join s in DM and tell us which device and software version you're using. https://t.co/GDrqU22YpT
2490808,711191,2017-11-15 17:31:23+00:00,@AppleSupport More 4G than LTE,2490810,2017-11-15 18:04:00+00:00,"@711191 OK you're having more issues when you're using 4G than LTE. What's happening when you use that connection type, is your data connection not working at all? Are you getting some sort of error?"
1857818,555548,2017-10-19 09:29:39+00:00,"@AppleSupport The battery drain on ios11.3 is awful. Hurry up and sort it, Apple",1857817,2017-10-19 13:52:28+00:00,"@555548 We know battery life is important, and we'd like to see how we can help. To start, DM us the device you're experiencing this on. https://t.co/GDrqU22YpT"
2484228,502930,2017-11-15 12:03:00+00:00,"Hey @AppleSupport is there a patch coming soon to High Sierra to fix all these issues? Computer is slow AF since ‘’upgrade’’, Finder takes so long to show newly created files - it’s quicker to search for them, Automator scripts are broken…",2484227,2017-11-15 15:32:00+00:00,@502930 Hi. We'd like to help. Please send a DM. Thanks https://t.co/GDrqU22YpT
2549869,724467,2017-10-30 14:25:13+00:00,@AppleSupport @115858 what is happening with my iPad?????? https://t.co/ny924Ed8fg,2549867,2017-10-30 14:43:00+00:00,@724467 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.
364082,202287,2017-10-08 17:23:41+00:00,@AppleSupport eu quero minha bateria de volta! Esse IOS tá drenando as forças dela!!,364081,2017-10-08 19:16:25+00:00,"@202287 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
1164645,393959,2017-10-25 13:38:23+00:00,@AppleSupport I've tried all this and still nothing? Is there any way of getting the money back instead?,1164648,2017-10-25 14:48:53+00:00,@393959 We want to look further into this via DM. Meet us there! https://t.co/GDrqU22YpT
446471,220752,2017-11-30 19:26:09+00:00,@AppleSupport why is it autocorrecting to I.T fix your shit pt. 2 !!!!,446469,2017-11-30 19:33:55+00:00,@220752 We want to help. Have you updated to the latest version of iOS?
1617102,495870,2017-11-05 03:16:16+00:00,hi @AppleSupport what is this I️ emoji??? just popped up n makes I️ https://t.co/BiU0vGi8AX,1617101,2017-11-05 14:29:35+00:00,"@495870 We'd be happy to look into this issue with you! Send us a DM, and we'll continue there. https://t.co/GDrqU22YpT"
2185162,150585,2017-10-19 06:18:34+00:00,"@639966 @115858 the new ios11.0.2 update has slowed my phone..considerably slower, now i have to wait atleast 1-2 secs before any screen opens up...",2185160,2017-10-19 13:14:00+00:00,@150585 Hi there. We recently released iOS 11.0.3. You can learn how to update here: https://t.co/80YRnjDFDk
938099,342365,2017-10-21 18:43:19+00:00,"@AppleSupport Why every update say fixed bugs, but soon as I update my phone muh fucka fucks up again.",938102,2017-10-21 20:42:31+00:00,@342365 What do you see happening specifically? We'd love to help you with your update process.
741680,297380,2017-10-11 08:26:34+00:00,@AppleSupport both my partner and my phones mobile data is slow even when able to get 4G. Sort this out please!,741677,2017-10-11 13:59:42+00:00,"@297380 We're happy to look into this with you. Does the entire device run slowly, does the issue occur on Wi-Fi as well?"
787427,134542,2017-10-12 12:38:38+00:00,"@116333 After finally paying them off, my gf’s and my iPhone 6’s batteries both shit the bed in the last week. Coincidence?",787426,2017-10-12 12:43:00+00:00,@134542 Have you recently checked for any new updates on your device? Go ahead and send us a DM to continue. https://t.co/GDrqU22YpT
1762918,530395,2017-11-07 20:37:59+00:00,"@AppleSupport Doesn’t work, try again.",1762920,2017-11-07 21:43:27+00:00,@530395 We'll take a closer look. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT
1436704,453526,2017-11-02 08:54:34+00:00,Hey @AppleSupport my iPhone 7plus (iOS 11.0.3) keeps freezing at random moments. Is there any solution to that problem?,1436703,2017-11-02 14:23:27+00:00,@453526 Hi! Let's get your device updated to the latest iOS version (11.1) and see if that helps this issue. https://t.co/80YRnjDFDk
1174831,396336,2017-10-24 19:59:55+00:00,@AppleSupport what does this mean no other device has my apple id on it https://t.co/mypT9cHVpi,1174830,2017-10-24 20:32:27+00:00,@396336 Take a look at this article. It should provide some info on this: https://t.co/oiw0TzxESg
1295058,422746,2017-10-26 20:38:52+00:00,"@54151 @115858 @AppleSupport ja q ele nao chegou no Brasil eles n podem abrir e agora, cm proceder?!",1295057,2017-10-26 21:44:36+00:00,"@422746 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
2004281,592689,2017-11-03 21:38:29+00:00,.@AppleSupport ur killing me. slowly but surely. https://t.co/PHD4l9LAD1,2004280,2017-11-04 01:54:28+00:00,@592689 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT
1510810,470670,2017-11-03 12:24:40+00:00,@AppleSupport 11.1,1510809,2017-11-03 17:44:30+00:00,@470670 We'd be happy to look into this with you further. DM us using the link below and we'll go from there. https://t.co/GDrqU22YpT
2578729,731074,2017-11-16 20:36:03+00:00,@AppleSupport I haven't updated to iOS 11 yet because I've heard people have had their photos deleted by the update. I don't have the iCloud storage for them all so if I update should I expect to have lost everything??,2578728,2017-11-16 21:46:32+00:00,"@731074 Great question. Keeping your device updated to the latest version is recommended. Just in case, we always recommend that you back up your device at all times. You can perform a backup through iTunes as well: https://t.co/4f8hwT5to6"
596863,261486,2017-12-03 19:00:06+00:00,@116333 face id not work on ios 11.2 😟why?!,596861,2017-12-03 19:30:41+00:00,@261486 We'd like to assist here. Please send us a DM and we will go from there. https://t.co/GDrqU22YpT
2484211,709690,2017-11-16 00:48:30+00:00,@AppleSupport What issue? Oh I don’t know.. bricking my device?,2484213,2017-11-16 01:25:00+00:00,@709690 We really want to help you sort out the trouble you're having. Any chance you could be more specific? Please send us a DM with the details. https://t.co/GDrqU22YpT
2580591,731425,2017-11-17 07:04:39+00:00,@AppleSupport Thanks!,2580593,2017-11-17 14:21:00+00:00,@731425 You're welcome. Let us know if you have questions in the future.
2419530,695097,2017-10-29 13:09:35+00:00,@AppleSupport I’m current. 11.0.3,2419532,2017-10-29 14:44:25+00:00,@695097 Can you tell us what country you are in? Let's dig into this further over DM: https://t.co/GDrqU22YpT
2864859,178644,2017-11-27 23:46:16+00:00,@AppleSupport music &amp; podcasts keep pausing randomly and either stopping or randomly starting up again. Any fix for this bug? 6s with the most recent iOS 11 update,2864858,2017-11-27 23:51:03+00:00,@178644 Thanks for reaching out. We know how important it is to depend on your music. Let’s look into this together. Does this happen when you are using headphones or a Bluetooth device? Does it happen with other apps such as videos in Safari?
2055089,607800,2017-10-18 23:58:57+00:00,Oye @AppleSupport tengo una semana y no puedo recuperar mi cuenta !!!! Quieres que me cambie a Samsung???,2055087,2017-10-19 00:12:30+00:00,@607800 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3w3RGR or join https://t.co/OczyRxpjG0
701549,287471,2017-11-23 16:33:26+00:00,"@115858 iPhone user since the 3G, upgrade to the X is most painful yet. Backup restore stuck. Can't re-enable iCloud music sharing. Disaster. WTF happened to you guys?",701548,2017-11-23 17:29:24+00:00,@287471 Thanks for contacting us. We'd be happy to help you out in any way we can. Let's meet in DM. https://t.co/GDrqU22YpT
1897940,565658,2017-10-18 19:57:35+00:00,"@AppleSupport All up todate. Mostly just get a small green dot for a while then back to the clock face. Continually repeats, will launch eventually",1897942,2017-10-18 20:31:33+00:00,@565658 Are other apps and functions working normally?
1639035,501179,2017-10-17 08:18:14+00:00,Does anyone else have an iPhone 5s that iOS 11 has made incredibly buggy? My poor phone can’t cope. #iphone5s @AppleSupport #apple,1639033,2017-10-17 13:15:33+00:00,@501179 What kind of issues are you having with the iOS update? We'd love to help out.
1760212,529780,2017-11-07 23:02:11+00:00,I️ miss being able to type I️ without some random symbols appearing. Get it together @115858. How long does it take to fix this?!,1760210,2017-11-07 23:40:25+00:00,@529780 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1063138,371031,2017-10-23 18:27:43+00:00,@AppleSupport I have already messaged 🙄 could you please explain to me what’s happening here. Is my iCloud being hacked or is this a bug from you side 🙄,1063139,2017-10-23 18:41:00+00:00,@371031 We've received your DM and will continue with you there. Be on the lookout for our reply. Thanks so much!
2355135,680416,2017-11-13 19:32:19+00:00,@AppleSupport Keeps freezing and shuts all my apps out while I'm using them and my music plays weird,2355137,2017-11-13 20:15:53+00:00,@680416 Does this happen in all apps or certain ones? What do you mean by music plays weird? DM us the answer. https://t.co/GDrqU22YpT
2975794,820696,2017-10-31 19:51:38+00:00,@AppleSupport what is it “A boxed and question mark” that pops up when typing the letter “i”? https://t.co/Mvcu8SieeU,2975792,2017-10-31 19:59:54+00:00,"@820696 We'd like to help. Have you tried restarting the device? If not, try that first."
2499255,713092,2017-11-15 19:54:10+00:00,@AppleSupport All messages. &amp; I’ve already tried restarting my phone. It’s still sending as text messages instead of iMessages.,2499256,2017-11-15 20:21:04+00:00,@713092 Thank you for verifying that it’s still occurring with all contacts. Is this occurring on both Wi-Fi and cellular data? Please send us a DM letting us know. https://t.co/GDrqU22YpT
1394528,444308,2017-10-28 09:52:16+00:00,@AppleSupport is this SPAM? help me please? https://t.co/kCP2aJ6a75,1394527,2017-10-28 14:04:24+00:00,@444308 Appears to be a phishing attempt. Learn more about these and how to report them here: https://t.co/LNMCdqt6fD
512490,259365,2017-12-03 15:10:21+00:00,@237861 @AppleSupport Me too! Very annoying @AppleSupport,589467,2017-12-03 16:34:00+00:00,@259365 We can help with your iPhone restarting! Follow the steps in this article and let us know what happens: https://t.co/osZOKKTalm
2965382,818118,2017-11-29 22:25:57+00:00,@AppleSupport iMessage isn’t working here. :(,2965381,2017-11-29 22:36:02+00:00,"@818118 Thank you for reaching out to us. In DM, please let us know what happens when you try to send an iMessage. https://t.co/GDrqU22YpT"
1671990,508901,2017-11-06 14:09:38+00:00,"@AppleSupport I️t doesn’t work you guys.... I’ve tried that a few times , I’m sorry",1671992,2017-11-06 16:21:43+00:00,@508901 Let's team up in DM so we can take a look at this together. https://t.co/GDrqU22YpT
2705800,759913,2017-11-19 22:49:59+00:00,@AppleSupport Purchased my iPad 9.7 in April or May of 2017. Just updated it to iOS 11.1.1 &amp; EVERYTHING that loaded at super speed compared to iPad Air (especially in Safari &amp; YouTube) now take 3 or 4 times that long compared to iOS 10~What’s up with that? Thanks.,2705798,2017-11-19 23:03:35+00:00,@759913 We can help get your iPad back to super speeds! Let's first start with updating to the latest version we released last week. Please back up and update your iOS: https://t.co/80YRnjDFDk Let us know how that goes.
1548770,479434,2017-11-03 22:30:09+00:00,@AppleSupport help mee !!!!,1548769,2017-11-04 02:39:00+00:00,@479434 We're here for you. Please let us know in a DM what device you need help with and what's going on. https://t.co/GDrqU22YpT
1327408,429704,2017-11-25 20:45:16+00:00,"@AppleSupport I’ve had my iPhone X leather folio case for 3 weeks and it is already falling apart. For £99 I expect much better build quality, especially from an Apple product. https://t.co/Oxw5FuL0c6",1327407,2017-11-25 20:52:31+00:00,@429704 Let's look into this together. Please DM us with details about where you purchased the case and we will go from there. https://t.co/GDrqU22YpT
2371133,684432,2017-11-14 00:41:15+00:00,@684189 @AppleSupport Same issue setting up my iPhone X.,2372268,2017-11-14 00:53:00+00:00,"@684432 We want to help you sign into iCloud. DM us, and we'll look into what's going on. https://t.co/GDrqU22YpT"
2035824,601884,2017-11-07 16:53:38+00:00,GET RID OF THIS FUCKING BUG @AppleSupport,2035823,2017-11-07 19:39:33+00:00,@601884 We want to help with any issue you're having. Please DM us details and include your device and OS. We'll work with you there. https://t.co/GDrqU22YpT
1011523,359330,2017-10-22 20:29:22+00:00,@115858 what you done to the podcast app! It’s lost its streamlined navigation and is now very glitchy. Also #ios11 chews through battery. 😡😑,1011522,2017-10-22 21:18:00+00:00,@359330 We'd like to have help out and take a closer look at this. Send us a DM to continue. https://t.co/GDrqU22YpT
1538848,477013,2017-11-03 21:13:35+00:00,@AppleSupport can you explain why my I p 6,1538846,2017-11-04 01:36:25+00:00,@477013 We will do our best to assist. Is it locking up on any particular app? Which iOS version are you running?
174140,156807,2017-11-24 23:39:12+00:00,@AppleSupport https://t.co/Tnsoiy8xr2,174143,2017-11-24 23:49:00+00:00,@156807 Thanks for that info. Which country are you in? Send us a DM with that info and we'll go from there. https://t.co/GDrqU22YpT
1134139,387234,2017-10-24 15:08:47+00:00,@AppleSupport i tried nothing works i need the security answers,1134141,2017-10-24 15:38:36+00:00,"@387234 As the attempt to reset your Apple ID was unsuccessful, we suggest reaching out to to us via this link: https://t.co/UJm15vmMM2"
2042657,366114,2017-10-04 16:08:59+00:00,". @AppleSupport frustrated the battery dies within minutes now, photos were lost!! How do I uninstall this “update” ?!? #iPhoneUpdate",2042656,2017-10-04 16:40:01+00:00,@366114 We would like to help ensure your battery is working as it should. Send us a DM letting us know the device and iOS version. https://t.co/GDrqU22YpT
1166638,394421,2017-10-15 05:36:27+00:00,"Hey @115858, your charger probably isn’t supposed to get so hot it burns my arm... wanna figure that shit out? https://t.co/M5imqA8FVM",1166637,2017-10-15 13:09:35+00:00,@394421 We'd like to look into that with you. Could you Direct Message us what country you're located in? https://t.co/GDrqU22YpT
500072,234448,2017-12-01 19:26:01+00:00,"@234447 @AppleSupport I'm having this issue, too, with my 7+. Apps are constantly crashing, and taking me back to the lock screen. The apps are still open in multi-tasking when I unlock. The back camera area feels hot (though not in use).",500073,2017-12-01 19:56:00+00:00,@234448 We'd like to help. How long has this been going on? Do you have the most recent version of iOS 11.1.2 downloaded? https://t.co/GDrqU22YpT
2493944,479827,2017-11-15 17:46:30+00:00,"@AppleSupport I thought the new iOS ecosystem was supposed to sync all my text messages, so if I delete / read a message on one device, it syncs across all? Do I have to enable that somehow?",2493943,2017-11-15 18:17:32+00:00,"@479827 While that feature has been announced, it isn't currently available yet. We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd"
546534,247085,2017-12-02 20:40:46+00:00,@AppleSupport I got an error. It tell me i can’t download the app with my wife’s Apple-id again. It was bought by another user... Simething like that. Sorry i’m from germany.,546535,2017-12-02 21:23:29+00:00,"@247085 Let's meet up in DM, and we'll continue looking into this there. https://t.co/GDrqU22YpT"
1631222,499232,2017-11-05 16:15:35+00:00,@AppleSupport Yes because the podcast app keeps crashing. I assume it’s part of Apple’s master plan to make everyone buy a new phone every other year.,1631221,2017-11-05 19:51:00+00:00,@499232 Can you please tell us which version of iOS you are currently running?
2110840,622671,2017-11-17 19:48:14+00:00,"@AppleSupport #Apple &gt;10 minutes and 2 hangups to speak to someone at Santa Monica Promenade store, to set appointment because of your absurd call for impossible to read serial numbers - both a major decline in experience, now 12 mins on hold....",2110838,2017-11-17 20:56:55+00:00,"@622671 We’d like to try to help. Maybe we can offer some other options to come up with that serial number. Please meet us in DM with the device you are using, and we’ll take a look. https://t.co/GDrqU22YpT"
2691826,756685,2017-11-19 16:12:14+00:00,My phone just died at 100% battery FIX THIS @AppleSupport,2691825,2017-11-19 16:43:00+00:00,@756685 We are here to help whenever possible. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT
1022578,361971,2017-10-22 22:38:01+00:00,"Hey @115858 you’re new update drains battery super fast, figure it out",1022577,2017-10-22 23:23:26+00:00,@361971 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
566729,252873,2017-12-03 02:13:27+00:00,"@AppleSupport It’s hard to tell, nothing really reaches that far when I try. I have noticed that if I want to select something I have to start above it and drag my finger down to what I’m trying to press and then it’ll work",566730,2017-12-03 02:21:51+00:00,@252873 Thanks for testing. We'd like to confirm some additional information with you. Send us a DM using the link below and we'll continue. https://t.co/GDrqU22YpT
759091,301384,2017-10-11 19:09:08+00:00,Person can’t hear me on the other end of call I sure hope this isn’t an IOS11 PROBLEM @115858 ffs #iOS11,759090,2017-10-11 19:34:00+00:00,@301384 We'd like to hear more about this. Does this happen on every call? Does it occur with every contact or a certain contact?
975115,351249,2017-10-22 04:21:55+00:00,"@AppleSupport it jumps around and if I plug it in when it's at 1% it switches to, say 41%, and then it'll die a few minutes later",975117,2017-10-22 13:11:31+00:00,@351249 That's certainly not what we'd expect you to see. DM us and we'll see what we can do to help find a solution. https://t.co/GDrqU22YpT
371458,203977,2017-10-09 00:19:14+00:00,"@AppleSupport The DVD is for Snow Leopard, I am using a new Apple ID so everything is tied to the old one. Only thing would be to completely start over..",371459,2017-10-09 00:51:52+00:00,@203977 Send us a DM and we'll continue assisting you there. https://t.co/GDrqU22YpT
1708539,517730,2017-11-06 23:57:32+00:00,Ayooooooo ya gonna fix this ? I️ I️ @115858,1708538,2017-11-07 00:48:56+00:00,@517730 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
814557,313980,2017-10-08 14:40:57+00:00,"@AppleSupport Why does my iPhone send a hidden SMS to +447786205094 on iMessage activation?You should stop it, i’ve been charged many times😡",814555,2017-10-08 17:17:00+00:00,@313980 Let's take a look into this together. What carrier are you on? https://t.co/GDrqU22YpT
2361696,681951,2017-11-14 01:11:24+00:00,@AppleSupport the animoji of iphone x will be compatible to use on iphone 8? thx.. 📱,2361698,2017-11-14 01:24:31+00:00,@681951 You can create and share Animoji on just the iPhone X. Take a look at this article: https://t.co/8g2Egtkbk7
2052688,169800,2017-10-05 23:09:50+00:00,How can I backup my iPhone to a USB flash drive do I need a computer for that? @AppleSupport,2052687,2017-10-05 23:59:00+00:00,@169800 We're here for you! These are the ways you can backup your iPhone: https://t.co/4f8hwT5to6 DM us with any questions: https://t.co/GDrqU22YpT
1762930,530398,2017-11-07 22:37:43+00:00,@AppleSupport Appreciate y’all help! It worked,1762932,2017-11-07 23:24:51+00:00,@530398 We're happy to hear that! Let us know if you need help in the future.
84245,134532,2017-11-30 06:32:54+00:00,"@115858 last night, my new MacBook could not detect the SSD after fail to install new OS. what should I do to back up data for new MacBook 12""?",84244,2017-11-30 14:01:00+00:00,@134532 Thanks for reaching out. We'd be happy to look into options available for you. Would you please join us in DM to continue? https://t.co/GDrqU22YpT
644947,273071,2017-11-22 17:34:26+00:00,"@AppleSupport Hi. I have an apple 7 plus. Same problem. When im video call, I can not manage the volume while talking. Can you tell me . what is the problem ?",644945,2017-11-22 18:13:00+00:00,"@273071 Thank you for contacting us. Just to make sure we understand, you're using the Volume buttons to control the volume, correct? If so, have you tried powering off and restarting? It sounds simplistic but it can help. Let us know."
2070225,170422,2017-10-08 20:54:23+00:00,"@AppleSupport Mu phone is stuck on 'Updating iCloud setting' for hours...on the odd occasion it gets through, it says 'unauthorised' ...?",2070223,2017-10-08 22:01:32+00:00,@170422 Thanks for reaching out to us. We'd like to take a look into this with you. Send us a DM to get started. https://t.co/GDrqU22YpT
321205,192521,2017-10-07 03:33:54+00:00,Wtf @115858 @AppleSupport i updated my OS on my iPhone 6S and doesn’t work all right. #complain #problem #OS #apple #badnews,321204,2017-10-07 12:57:54+00:00,@192521 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
1688471,512700,2017-11-06 17:21:06+00:00,So you’re telling me l have to use lower case L’s instead of regular “eye” because this will happen? I️ AM VERY MAD AT @115858,1688470,2017-11-06 20:12:01+00:00,@512700 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2193373,641917,2017-11-09 20:13:05+00:00,Why are @115858 trying to make me look silly? I want to say “it does” not “I.t does” and I want to write “Lorenza” not LORENZA 👎🏼 #iosupdate,2193372,2017-11-09 21:13:30+00:00,"@641917 We want you to be able to say what you mean, and you have our dedication to help you do just that. When you type one of the mentioned words, does it show as you intend it to appear, above the keyboard?"
2057254,412429,2017-10-19 00:45:37+00:00,"@AppleSupport May we please start with the operating system itself or at least Apple apps that are malfunctioning? Troubleshoot system bugs 1st, right?",2057255,2017-10-19 01:06:40+00:00,"@412429 Thank you. Let's meet up in DM to continue, please. https://t.co/GDrqU22YpT"
1685065,512021,2017-10-17 16:30:41+00:00,"Daha fazla eeeeeyyyyyyyy @AppleSupport telefon geri gelmiyor duy sesimi, yeter gönderin artık 22 gün oldu.",1685064,2017-10-17 16:42:00+00:00,@512021 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
1888855,563285,2017-10-23 16:20:16+00:00,"@AppleSupport where can I download iOS 10 again? My iPhone 7Plus performance is getting worst and worst, battery drain, internet not working",1888854,2017-10-23 16:45:26+00:00,"@563285 Definitely not the expected experience, but we're happy to work with you to resolve this. Meet us in DM and we can help. https://t.co/GDrqU22YpT"
1332735,430902,2017-10-27 06:06:22+00:00,@AppleSupport iOS 11 keeps freezing my phone and makes apps unresponsive... fix the bug soon,1332734,2017-10-27 13:25:01+00:00,@430902 We want to help. Reach out via DM using the link below. https://t.co/GDrqU22YpT
1358052,436620,2017-10-16 06:01:36+00:00,"@AppleSupport you are the best(?!) After iOS 11, my Lightning to HDMI adapter is not working. 3 updates later, it is STILL THE CASE! Useless",1358051,2017-10-16 12:50:00+00:00,"@436620 Hey, we want to learn more about what's going on so that we can help. Please DM us more details and we'll go from there. https://t.co/GDrqU22YpT"
2150025,631890,2017-11-09 00:39:31+00:00,.@AppleSupport fix this shit! I️ I️ I,2150024,2017-11-09 00:50:27+00:00,@631890 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1926489,573338,2017-10-27 12:44:45+00:00,@115858 @AppleSupport read sumwhere can i get the iphoneX or any iphone i would get warranty in india is this true?,1926488,2017-10-27 16:00:06+00:00,"@573338 We'd like to explore options. To get started, send us a DM by clicking on the link below. We'll go from there. https://t.co/GDrqU22YpT"
1332773,430911,2017-10-27 05:29:42+00:00,@AppleSupport #staingate what should I do #Apple? #India #MacBookPro https://t.co/vtSEZcwtkN,1332772,2017-10-27 13:17:00+00:00,@430911 We've got your back! Let's pair up in DM and we'll get a closer look at this. https://t.co/GDrqU22YpT
1864588,557075,2017-10-20 13:01:24+00:00,Buying an album on @118721 only to be told that you need to pay for Apple Music to listen to it 😒 yo @115858 fix your ish,1864587,2017-10-20 15:04:01+00:00,@557075 This isn't what we want to have happen after you make a purchase. Could you join us in DM with more info on what you're seeing? https://t.co/GDrqU22YpT
2003251,592364,2017-11-03 19:52:13+00:00,@115858 @AppleSupport purchased my 5SE in March and already having issues with the new updates! #refund #buyback #freeupgrade #notcoolapple,2003250,2017-11-03 23:58:50+00:00,"@592364 We want to help. Reach out to us via DM and let us know in detail what is occurring, then we can work together on this. https://t.co/GDrqU22YpT"
2864835,192403,2017-11-28 00:13:26+00:00,@AppleSupport iPhone 7,2864837,2017-11-28 00:20:31+00:00,@192403 Thanks for that information. Are you hoping to use the iTunes Store app to purchase content? We'd like to continue our conversation in DM. https://t.co/GDrqU22YpT
2212779,211654,2017-11-10 03:56:48+00:00,@AppleSupport DM ?,2212778,2017-11-10 05:12:29+00:00,"@211654 Sure, just click the link below and message us. It's private messaging. https://t.co/GDrqU22YpT"
1726279,522094,2017-11-07 03:11:38+00:00,@521943 @115858 RT still fix I️t Apple!!!$,1726278,2017-11-07 05:19:27+00:00,@522094 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
