example_id,tweet_id,customer_text,next_agent_response,gold_intent,gold_action,gold_reason,model_intent,model_confidence,evidence_level,top_similarity,model_action,model_reason,model_reply,evidence_count,top_evidence_customer,top_evidence_response
gold_169,429149,"iOS 11 bugs 😅
@115858 @AppleSupport https://t.co/39OEzjdoaQ","@217053 We'll help! Has the device been restarted since it happened? If not, let's do that using: https://t.co/OWRDHWSt4h",software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.9551,strong,0.4797,auto_handle,The intent is considered low-risk and both classification confidence and historical evidence exceed the fixed handling thresholds.,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,3,@115858 @AppleSupport https://t.co/5iJdPOnSn5,@416266 We'd like to help! Check out this article: https://t.co/Ui1yTnOCUz
gold_170,679915,@AppleSupport And yes 11.0.2,"@282222 Let's start with the Touch ID. What's the iOS version? Also, have you tried all the suggestions here? https://t.co/xqiXha6yeB",hardware_device,auto_handle,General device hardware or device-function problem.,hardware_device,0.6986,strong,0.6545,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Yes 11.0.3,@671522 Thank you. Can you please shoot us a DM and we will gather more details there? https://t.co/GDrqU22YpT
gold_171,1145079,@AppleSupport 11.0.1,@389493 Thanks for providing that for us. Let's get your device on the latest update which is 11.0.3: https://t.co/80YRnjDFDk,software_update,auto_handle,Issue is directly related to an operating-system update or version.,hardware_device,0.9493,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport 11.0.2,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT"
gold_172,1747343,@AppleSupport ????????? https://t.co/PzaL5Teqpo,@526753 We'd love to help. Which version of OS do you currently have installed? The version can be found in About This Mac.,software_update,auto_handle,Issue is directly related to an operating-system update or version.,hardware_device,0.9599,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport https://t.co/qxuTzjxTEM,"@656914 Okay, that's good to know. Let's continue working on this in DM. Send us one as soon as you get the chance, and we'll take it from there. https://t.co/GDrqU22YpT"
gold_173,864872,@AppleSupport 11.0.2,@325403 Thank you. Which iPhone are you currently using? Let us know in DM. https://t.co/GDrqU22YpT,software_update,auto_handle,Issue is directly related to an operating-system update or version.,hardware_device,0.9493,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport 11.0.2,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT"
gold_174,325514,@AppleSupport iPhone 7.,"@193543 Thank you, and what iOS version are you on?",hardware_device,auto_handle,General device hardware or device-function problem.,hardware_device,0.9388,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport iPhone 7,@360572 Thanks! Let's take a look at this together in DM. https://t.co/GDrqU22YpT
gold_178,2404972,@AppleSupport 11.1.1,"@691752 Very good. Let's take a look under ""If your songs appear in light gray text"" in the following resource: https://t.co/EdSTvsBHD0

If you're still having issues, let us know via DM. https://t.co/GDrqU22YpT",apps_services,auto_handle,Application or Apple service functionality issue.,hardware_device,0.9493,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport 11.0.2,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT"
gold_181,2269971,@AppleSupport Thank you,@660524 You're welcome and please feel free to reach back out if we can be of any further assistance!,other,auto_handle,Insufficient context or a general/novel issue.,hardware_device,0.8863,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Thank you,@483414 You're welcome. Feel free to reach out if you have a question or concern in the future. We're here for you. Enjoy the weekend!
gold_182,1003887,@AppleSupport 5s 11.0.1,"@332809 We've recently released iOS 11.0.3. Try updating to this version, then let us know in DM if the issue still persists. https://t.co/GDrqU22YpT",software_update,auto_handle,Issue is directly related to an operating-system update or version.,hardware_device,0.765,strong,0.9109,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport 5s,@324196 Have you tried restarting the device and checking again? Here’s how: https://t.co/d59djUbfjV Send us a DM with further questions. https://t.co/GDrqU22YpT
gold_188,2227082,@AppleSupport iOS 11.0.3,@162157 Great. Let's chat more in DM. Meet up with us here: https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.9994,strong,1.0,auto_handle,The intent is considered low-risk and both classification confidence and historical evidence exceed the fixed handling thresholds.,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,3,@AppleSupport iOS 11.1.2,@791935 Thanks for providing that. We'd like to take a closer look. Send us a DM. https://t.co/GDrqU22YpT
gold_197,2789222,thanks @115858 my iphone X arrived in the mail today over three weeks early!! now how do i use this new piece of tech?,"@778563 Congratulations! We're so excited for you to start using your new iPhone X. For information on setting up your new device, please check out this article: https://t.co/fwtrcBcoTC",hardware_device,auto_handle,General device hardware or device-function problem.,apps_services,0.2766,strong,0.4778,escalate,Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,@AppleSupport Phone just arrived in the mail today,@532995 Okay. Let us help you get to enjoying your new iPhone as expected. DM us so we can better assist you: https://t.co/GDrqU22YpT
