example_id,customer_text,gold_intent,model_intent,model_action,intent_confidence,top_similarity,evidence_level,model_reply,historical_response,quality_score,non_empty,professional,helpful_request,intent_grounded,escalation_appropriate,historical_grounding,no_unsupported_claims
gold_065,@AppleSupport How do I delete old non-existing #iCloud from my iPad? The pop-up is driving me insane! Password doesnt work. Cant delete it😡,account_icloud,account_icloud,escalate,0.9013,0.2813,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@468638 We'd be happy to look into this with you. DM us and we'll go from there. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,False,True,True,True
gold_066,@AppleSupport YOUR UPDATE IS FUCKING UP MY PHONE,software_update,software_update,auto_handle,0.9443,1.0,strong,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,@581837 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.0.3 downloaded? https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_067,@385124 @115858 The WiFi constantly turns itself back on too - helpful!,connectivity_calls,connectivity_calls,escalate,0.8683,0.3885,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@165462 Let us know what steps you're taking to disable Wi-Fi. We'll be happy to look into this with you.,0.8571428571428571,True,True,True,False,True,True,True
gold_068,"@115858 Why when I’m ready to press “I” it puts this shit -&gt; I️? Please fix the issue 
- Aggravated customer",keyboard_input,keyboard_input,escalate,0.2671,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@585207 We are here to help whenever possible. DM which iPhone and specific iOS version you are using currently to get started. https://t.co/GDrqU22YpT,0.7142857142857143,True,True,True,False,True,False,True
gold_069,@115858 pls fix the battery life. annoying af,battery_charging,battery_charging,auto_handle,0.9928,1.0,strong,Thanks for reaching out. We understand your battery is draining quickly. We'd like to look into this with you. Please let us know which iPhone model and iOS version you're using.,@284502 We'd like to look into this with you. What's your current iOS version?,1.0,True,True,True,True,True,True,True
gold_070,"@AppleSupport ok, hope in 10.0.4 ver. Can fix apps stuck or freeze. And volume goes down by itself.",apps_services,hardware_device,escalate,0.2991,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@329913 We want to help. Reach out via DM using the link below. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_071,@115858 my phone keeps autocorrecting ‘it’ to I.t and this bug just started with the last night update and hasn’t been fixed with any of the bug fixer ones prior to that ?? None of the autocorrect hacks are working on it pls help,keyboard_input,keyboard_input,escalate,0.743,0.0,none,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,,0.7142857142857143,True,True,True,False,True,False,True
gold_072,".@AppleSupport Quickly type in any three numbers in the #iOS11 calculator. i.e. 1+2+3, you will not get 6 or any other correct val! Tested? https://t.co/DOeNpjKP5W",apps_services,software_update,escalate,0.2514,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@223740 We'd like to look into this with you. Meet us in DM and let us know which device you're using the calculator on. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,False,True,True,True
gold_073,"@AppleSupport Every app tried it with updating -Asphalt 8 , google maps, And downloading-Xe currency,bad piggies and YouTube",apps_services,hardware_device,escalate,0.3177,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@175087 Have you tried restarting your device and trying again? Also, what's the exact iOS version installed?",0.8571428571428571,True,True,True,True,True,False,True
gold_074,"Hey @115858, this update is killing my phone &amp; everything moves so slowly but I’m not buying a new $1000 phone. Good try though",software_update,software_update,escalate,0.7932,0.3862,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@561158 We know how important battery life is. We'd love to assist you with yours. Click here to join us in DM: https://t.co/GDrqU22YpT,0.7142857142857143,True,True,True,False,True,False,True
gold_075,@275254 @AppleSupport I’ve got 11.1.2 &amp; it still occurs on my iPhone 6S &amp; iPhone X so I feel it’s S/ware,software_update,hardware_device,escalate,0.2045,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@275253 We'd like to look into this. DM us and we'll go from there. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_076,"@AppleSupport I received an email about a subscription email that I haven't purchased. The email address and email its self seems strange, so I don't want to click anything on it. Is there a way you can help me?",account_icloud,purchases_billing,escalate,0.7669,0.2796,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@512509 We've got you covered. You can use this link here to report phishing emails: https://t.co/LNMCdqt6fD,0.8571428571428571,True,True,True,True,True,False,True
gold_077,"@AppleSupport on my phone, in Safari, it doesn’t want to let me copy, paste or search into the address bar at the top. Help!",apps_services,hardware_device,escalate,0.2191,0.2358,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@712214 Thanks for reaching out. May we ask if you're seeing this in all apps or only a specific number of apps?,1.0,True,True,True,True,True,True,True
gold_078,"Dear @115858, the battery on the iPhone 6 sucks.
That is all.",battery_charging,battery_charging,escalate,0.8884,0.2698,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@257965 We’re sorry to hear about your iPhone. We’ll be happy to partner with you, and share all of the options available to get it serviced. Join us in DM using this link to start: https://t.co/GDrqU22YpT",0.7142857142857143,True,True,True,False,True,False,True
gold_079,@115858 iOS 11 sucks. Literally sucks the life out of my battery. You would think you would get this by now. #stevejobsisrollinginhisgrave,battery_charging,battery_charging,escalate,0.5224,0.2602,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@677366 Having reliable battery life is important! Let us know which device you’re using and your software version in DM. We’ll take a closer look at this with you there. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,False,True,True,True
gold_080,@AppleSupport @115858 so why should I download this if I don’t have an X? https://t.co/JLBtkqhnxa,software_update,hardware_device,escalate,0.3589,0.3069,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@312177 Thanks for reaching out. You can't use iTunes Wi-Fi Sync without a computer. Read more here: https://t.co/048FvsiWf8,1.0,True,True,True,True,True,True,True
gold_081,@AppleSupport why is my iPhone buggin tf out 😐😒,hardware_device,hardware_device,escalate,0.5099,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@524110 Let’s work together to get everything working as expected again. To start, can you tell us a bit about what is happening?",0.8571428571428571,True,True,True,True,True,False,True
gold_082,"@AppleSupport Hi. If I sign out from my Apple ID on my iPhone, would I loose any data?",account_icloud,account_icloud,escalate,0.9015,0.2154,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@260535 That's a great question! To make sure we provide the best support, are you looking to add your card details for iTunes and App Store purchases? If so, the steps for adding payment information can be found here: https://t.co/Y0YoIRcZa7",0.8571428571428571,True,True,True,False,True,True,True
gold_083,@AppleSupport bro fix this shit &amp; my phone slow with this dumb ass update,software_update,software_update,escalate,0.593,0.3921,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@684411 We're glad you had the chance to update the iOS. Let's take a closer look into this issue within a DM. Select the following link to join us there. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,False,True,True,True
gold_084,"""The mail password is incorrect"" no it isn't @115858 I changed it... you're just having a problem keeping up FS! #iPhone",apps_services,account_icloud,escalate,0.484,0.2025,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@238859 We're happy to look at this with you. Meet us in DM with some details. Tell us if you've done any troubleshooting for this, and we'll go from there. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,False,True,True,True
gold_085,@115858 ever since I got the new update my 4G has been extremely slower and I have to keep turning my phone off because my 4G stops working,connectivity_calls,software_update,escalate,0.6957,0.3155,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@566708 Let's see what we can do to help. Send us a DM with more details about what you are experiencing to get started. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,False,True,True,True
gold_086,"@AppleSupport It’s iOS 11.0.2 like the ones below it’s junk, not ready for Public use. Getting sick of this with your “cheap” devices NOT",software_update,software_update,escalate,0.5019,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@183883 We want to get to the bottom of the issues you are seeing. Join us in DM and we'll get started? https://t.co/GDrqU22YpT,0.7142857142857143,True,True,True,False,True,False,True
gold_087,"@AppleSupport the whole phone. Sometimes the apps just crash, other times the phone just freezes. iPhone 7 may be unable to host ios11. Too many bugs.",software_update,software_update,escalate,0.3569,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@422749 Follow up with us in DM. Tell us the version of iOS 11, and which apps are in use the most when this happens. https://t.co/GDrqU22YpT",0.7142857142857143,True,True,True,False,True,False,True
gold_088,@115858 Am I the only person having this problem,other,apps_services,escalate,0.1766,0.3694,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@591333 We'd like to take a look at this with you. Please join us in DM and tell us which version of iOS you're currently running: https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_089,Hi @AppleSupport how do I check the battery health for my iPhone 6s Plus? Can I do it online or over the phone?,battery_charging,battery_charging,auto_handle,0.7651,0.4176,moderate,Thanks for reaching out. We understand your battery is draining quickly. We'd like to look into this with you. Please let us know which iPhone model and iOS version you're using.,"@739664 We’re here for you. Are you experiencing a current battery issue? If so, which iOS version are you using, and what’s happening with it?",1.0,True,True,True,True,True,True,True
gold_090,"@AppleSupport iOS 11 Apple Music is supposed to notify about new music releases, but I'm still not getting any. How to enable this? https://t.co/7aUQ6kHY2F",apps_services,software_update,escalate,0.4361,0.2044,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@575292 We want to assist you with any Bluetooth issues you're experiencing. Please meet us in DM so we can help you out! https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,False,True,True,True
gold_091,"@AppleSupport No specific app. Slow to use everything. Cell service was excellent, now doesn't work well in my own home. In the city!",connectivity_calls,hardware_device,escalate,0.2656,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@581996 Thanks for confirming. DM us any other details and include the country you're in. We'll continue working with you there. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_092,"Tendrá solución su #IOS 11.0.3 @115858 ??? No solo los problemas en batería también en aplicaciones, nulas notificaciones, se pasman... mala decisión de actualizarlo 🙎🏻",software_update,software_update,escalate,0.7746,0.2746,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@347786 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,0.7142857142857143,True,True,True,False,True,False,True
gold_093,Hi @115858 @AppleSupport can you please tell me how to revert back to the previous version of iOS as the new update is a complete disaster,software_update,software_update,escalate,0.8741,0.4381,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@179139 We want to look into this for you. Please send us DM with additional details and we'll go from there. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,False,True,True,True
gold_094,@4305 and @115858 needs to come up with a fix for the #PushNotification issue on #iOS11 Fast!,apps_services,software_update,escalate,0.4342,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@460054 We'd like to hear more about what's going on. Please DM us more information about what's happening and we'll go from there. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,False,True,True,True
gold_095,"@AppleSupport My Mac is second hand so the update available was Lion, but that doesn’t explain why my emails won’t allow me in even though I know the passwords are right??",account_icloud,software_update,escalate,0.3074,0.2571,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@781757 That feature hasn't been released in our public iOS versions yet.,0.7142857142857143,True,True,True,False,True,False,True
gold_096,@AppleSupport This is what I’m dealing with https://t.co/qUjDkCGWSO,hardware_device,hardware_device,escalate,0.7061,0.474,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@546084 We're happy to help. Use this to identify and report phishing emails: https://t.co/LNMCdqt6fD Questions? DM us here: https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_097,Anyone else’s iPhone suddenly autocorrecting “it” to “I.T”?? #AskingForAFriend #AskingForMyself @AppleSupport,keyboard_input,keyboard_input,escalate,0.7934,0.2544,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@461644 We want to help today! Which version of iOS shows installed at Settings &gt; General &gt; About?,0.7142857142857143,True,True,True,False,True,False,True
gold_098,@AppleSupport how do I fix this? I’m in Bandar Seri Begawan yet the times are off by a minute. https://t.co/ngwpC4zERd,apps_services,hardware_device,escalate,0.5373,0.3501,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@201706 This issue was fixed in iOS 11.1.1. To update to the latest version of iOS, go to Settings &gt; General &gt; Software Update and tap Download and Install. Make sure to back up your iPhone first: https://t.co/4f8hwT5to6",0.8571428571428571,True,True,True,True,True,False,True
gold_099,@573270 Same with standard 6s. 81% to 33% on a 20 minute bus ride. Care to explain @AppleSupport,battery_charging,hardware_device,escalate,0.3335,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@573269 We can definitely look into this with you. Send us a DM and let us know which iOS you're running currently. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_100,"For the second time in 2 weeks,  the iOS11 update caused my phone to stop working. Guess I'll be making another to the @115858 store.",software_update,software_update,auto_handle,0.8209,1.0,strong,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,@179848 What's going on with your iPhone? We'd like to provide any help we can. DM us. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_101,"@AppleSupport notice R3D settings of timeline clip grayed out, and any changes made here apply to the clip above. why? super frustrating https://t.co/g7Xm1qw1Vt",apps_services,hardware_device,escalate,0.3603,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@424468 Hey, Matt! Let's get you back to a fun filled day of editing. Reach out to our Pro Apps team here: https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,True,True,False,True
gold_102,#iOS11 @AppleSupport When will my iPhone 7plus start connecting to WiFi ?! Down since I updated my phone 👎🏻,connectivity_calls,software_update,escalate,0.9222,0.3185,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@372739 Got it, thanks! So we can look closer into this with you, reach out to us in DM and we'll continue from there. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,False,True,True,True
gold_103,"@AppleSupport I’ve restarted multiple times.  As stated in my original tweet, this started immediately after updating my IOS.",apps_services,software_update,escalate,0.2767,0.3299,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@609652 Next, do you see a Snapchat update in App Store &gt; Updates? If so, let us know if the issue persists after updating the app.",0.7142857142857143,True,True,True,False,True,False,True
gold_104,@AppleSupport I’ve been charged almost £200 for a subscription renual for an app I did not authorise... I’ve had to call my bank and stop further payments! Can you contact me immediately!!! - Paige. https://t.co/laokhdu1J5,purchases_billing,purchases_billing,escalate,0.8589,0.2387,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@286322 Thanks for reaching out! For this issue, reach out to our awesome iTunes Advisors by phone or chat here: https://t.co/SDIe7UiyJN",1.0,True,True,True,True,True,True,True
gold_105,@115858 really forcing people to upgrade. Y’all did two updates and it’s still got my phone running shitty,software_update,software_update,escalate,0.8318,0.2283,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@201326 Thanks for reaching out, and we'd like to help. What's the exact iOS version on your iPhone? Check here: Settings &gt; General &gt; About.",0.8571428571428571,True,True,True,False,True,True,True
gold_106,"@AppleSupport That’s better than nothing. But you still have to swipe pretty far down. I liked it better before, can’t see why there wouldn’t be any room for the clock and video controls while on my 6s there obviously was. Thanks!",apps_services,hardware_device,escalate,0.2249,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@143272 You're welcome. Feel free to reach out to us if you have any further questions. Have a great day!,0.8571428571428571,True,True,True,True,True,False,True
gold_107,I️ hate this thing. I️ also hate that I’m getting used it. @115858 I️ need you to fix this.,keyboard_input,keyboard_input,escalate,0.2432,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@629047 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.7142857142857143,True,True,True,False,True,False,True
gold_108,"Updated to iOS11 and since then all the videos I stream are looping. Doesn't matter which browser I use. Did a clear cache on Safari etc no luck.
Apple Support - Please enter this as a bug and get it fixed asap! Disappoint @AppleSupport",apps_services,software_update,escalate,0.5627,0.0,none,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,,0.7142857142857143,True,True,True,False,True,False,True
gold_109,I mean @115858 I was going to get a new iPhone eventually anyway but holy shit why you gotta KILL my iPhone 6plus wi this update?! 😔😔😔,software_update,software_update,escalate,0.5861,0.2267,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@784328 We've got a solution for that. Which version of iOS are you using? You can check at Settings &gt; General &gt; About. If you aren't on iOS 11.1.1, backup with these steps: https://t.co/4f8hwT5to6, then update and let us know in DM if that still happens. https://t.co/GDrqU22YpT",0.7142857142857143,True,True,True,False,True,False,True
gold_110,@AppleSupport Why is I️t that every time I️ type the letter “I️” my keyboard changes I️t to some weird question mark box 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,keyboard_input,keyboard_input,auto_handle,0.9792,0.4811,strong,Thanks for reaching out. We'd like to help with the keyboard issue. Please let us know which device and iOS version you're using and describe what happens when you type.,@595726 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_111,@AppleSupport This for starters. Add random freezes and the screen turns off. Then it reboots. It’s a 2014 13”. I have installed Sierra on it now. https://t.co/i4oaLE8aA4,software_update,hardware_device,escalate,0.7576,0.0,none,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,,0.8571428571428571,True,True,True,True,True,False,True
gold_112,@AppleSupport I keep getting a “try another Apple ID” error when trying to login after restoring my phone to factory resets. I’m sure it is correct though. Can you help me with this?,account_icloud,account_icloud,escalate,0.598,0.2304,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@356797 Yes, we can. Can you tell us which iOS version you are currently using please?",0.7142857142857143,True,True,True,False,True,False,True
gold_113,@115858 needs to fix this whole I️ thing ASAP 🤦‍♀️,keyboard_input,keyboard_input,escalate,0.3207,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@776608 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",0.7142857142857143,True,True,True,False,True,False,True
gold_114,"@AppleSupport @115858 I picked up my new leather folio from #AppleStoreRidgedale this week and this is what the logo looks like inside☹️ #Crooked I would return it, but the nearest #AppleStore is 150 miles away. For $99 I would expect a little more... #Disappointed https://t.co/MmMXoS1XfP",hardware_device,hardware_device,escalate,0.2682,0.2402,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@429704 Let's look into this together. Please DM us with details about where you purchased the case and we will go from there. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_115,@AppleSupport Do it again I️ didn’t get it,keyboard_input,hardware_device,escalate,0.5521,0.2727,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@550404 Sorry for any confusion! What is the exact iOS version running on your iPhone? Send us a DM by clicking on the link below: https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_116,Hey @AppleSupport we need to talk because my macbook just gave up on life IN THE MIDDLE OF EXAM WEEKS sos ☠️,hardware_device,hardware_device,escalate,0.2295,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@627017 We'll do everything we can to help you. Please reach out to us via DM and we can go from there together. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_117,"@115858 Señores Apple la versión iOS 11 viene con muchos problemas, se des configura el teléfono, se cierra las ventanas, se calienta la batería",software_update,software_update,escalate,0.8172,0.3451,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@488590 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,0.7142857142857143,True,True,True,False,True,False,True
gold_118,"20 minutes ago my phone was at 100%, now it’s at 24% (oh 18% now) and I was only on snapchat @115858 https://t.co/tWjFxsHgrJ",battery_charging,battery_charging,escalate,0.2138,0.3341,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@641927 We'd love to help with your battery. What is your iPhone model and the current software version installed? Let us know to continue.,0.7142857142857143,True,True,True,False,True,False,True
gold_119,Don’t like how the battery drains on my #iPhone7Plus after the #ios11update Do something about it @AppleSupport,battery_charging,battery_charging,escalate,0.9014,0.2772,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@754101 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,0.7142857142857143,True,True,True,False,True,False,True
gold_120,@AppleSupport updated my 7 Plus to 11.0.1 and updated watch to 4.0 and I no longer get the app image on my notifications just generic image https://t.co/bTNFgsyCcX,messaging,software_update,escalate,0.7961,0.354,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@402236 Thank you for those details. In DM, let us know when this happens (while switching apps, while using a particular app, etc.) https://t.co/GDrqU22YpT",0.7142857142857143,True,True,True,False,True,False,True
gold_121,@610676 @115858 My 6S Plus has been terrible since I installed. Choppy. Buggy. Terrible battery life.,software_update,battery_charging,escalate,0.9552,0.2991,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@453719 We want you to enjoy the update. We'll help with the battery life. First, try the suggestions here:: https://t.co/bivpdfBNJ6",0.7142857142857143,True,True,True,False,True,False,True
gold_122,@AppleSupport IM ABOUT TO GET AN ANDROID THIS IS RIDICULOUS,connectivity_calls,hardware_device,escalate,0.2751,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@717980 We understand how important it is to see your calls coming through, so we’d like to help. Let us know in DM if Do Not Disturb is enabled in Settings &gt; Do Not Disturb. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,True,True,False,True
gold_123,@AppleSupport Noooo. You know it’s the new update. Enough people have complained.,battery_charging,software_update,auto_handle,0.8082,1.0,strong,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,@579887 How many times do you charge your device in a day? Which version of iOS 11 are you using? Let us know via DM. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_124,@115858 please fix the glitch on the iPhone. I am sick of question mark boxes!,keyboard_input,keyboard_input,escalate,0.3019,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@623263 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.7142857142857143,True,True,True,False,True,False,True
gold_125,@AppleSupport Does this mean I don’t have to back my old phone up?,other,hardware_device,escalate,0.3287,0.341,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@324682 Let's look into this further over DM. Please message us there: https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_126,@AppleSupport nothing appears on my screen after i finished doing the touch ID,hardware_device,hardware_device,escalate,0.8128,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@669928 Are you on Wi-Fi or cellular data? Does it work if you disable Touch ID for the app store and use your password?,0.8571428571428571,True,True,True,True,True,False,True
gold_127,"@AppleSupport  you butchered the only voicemail I have from my mom as she has passed away, can you fix this? https://t.co/HqjBUlVgpF",messaging,hardware_device,escalate,0.4451,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@640622 We're sorry to hear that. Let's have a look at this. Please DM us. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_128,"@AppleSupport It freezes often, probably 5 or 6 times a day",hardware_device,hardware_device,escalate,0.6024,0.2711,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@310164 We'd be happy to look into this with you! Please DM your location so we know what your support options are. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
