example_id,conversation_id,customer_id,tweet_id,timestamp,customer_text,cleaned_text,next_agent_response,word_count,gold_intent,gold_action,gold_reason,annotator_notes,model_intent,model_reply,model_action,model_reason,split
gold_072,customer_223740,223740,1910804,2017-10-24 22:08:05+00:00,".@AppleSupport Quickly type in any three numbers in the #iOS11 calculator. i.e. 1+2+3, you will not get 6 or any other correct val! Tested? https://t.co/DOeNpjKP5W",". Quickly type in any three numbers in the #iOS11 calculator. i.e. 1+2+3, you will not get 6 or any other correct val! Tested?",@223740 We'd like to look into this with you. Meet us in DM and let us know which device you're using the calculator on. https://t.co/GDrqU22YpT,25,,,,,,,,,golden
gold_073,customer_175087,175087,248728,2017-10-05 18:10:19+00:00,"@AppleSupport Every app tried it with updating -Asphalt 8 , google maps, And downloading-Xe currency,bad piggies and YouTube","Every app tried it with updating -Asphalt 8 , google maps, And downloading-Xe currency,bad piggies and YouTube","@175087 Have you tried restarting your device and trying again? Also, what's the exact iOS version installed?",18,,,,,,,,,golden
gold_074,customer_753892,753892,2679283,2017-10-31 14:54:38+00:00,"Hey @115858, this update is killing my phone &amp; everything moves so slowly but I’m not buying a new $1000 phone. Good try though","Hey , this update is killing my phone &amp; everything moves so slowly but I’m not buying a new $1000 phone. Good try though","@753892 Let's work on it together. Aside from slowness, what are you experiencing?",24,,,,,,,,,golden
gold_075,customer_275253,275253,652940,2017-11-22 21:19:19+00:00,@275254 @AppleSupport I’ve got 11.1.2 &amp; it still occurs on my iPhone 6S &amp; iPhone X so I feel it’s S/ware,I’ve got 11.1.2 &amp; it still occurs on my iPhone 6S &amp; iPhone X so I feel it’s S/ware,@275253 We want to help. Please tell us more about the situation you're experiencing via DM. https://t.co/GDrqU22YpT,21,,,,,,,,,golden
gold_076,customer_817251,817251,2961408,2017-11-29 20:37:30+00:00,"@AppleSupport I received an email about a subscription email that I haven't purchased. The email address and email its self seems strange, so I don't want to click anything on it. Is there a way you can help me?","I received an email about a subscription email that I haven't purchased. The email address and email its self seems strange, so I don't want to click anything on it. Is there a way you can help me?","@817251 It's smart to not click on suspicious emails. Take a look here for information about legitimate emails and where to forward phishing attempts to us: https://t.co/LNMCdqt6fD
Meet us in DM with more details if you still want help with this after checking this article. https://t.co/GDrqU22YpT",39,,,,,,,,,golden
gold_077,customer_203476,203476,1828295,2017-10-17 07:24:02+00:00,"@AppleSupport on my phone, in Safari, it doesn’t want to let me copy, paste or search into the address bar at the top. Help!","on my phone, in Safari, it doesn’t want to let me copy, paste or search into the address bar at the top. Help!",@203476 Thank you for reaching out to us. We'd like to look into this with you. Please DM us the device you are using. https://t.co/GDrqU22YpT,24,,,,,,,,,golden
gold_078,customer_803137,803137,2898983,2017-11-28 17:30:27+00:00,"Dear @115858, the battery on the iPhone 6 sucks.
That is all.","Dear , the battery on the iPhone 6 sucks. That is all.",@803137 We know how important battery life is. Let's work together to improve things. Check out: https://t.co/bivpdfBNJ6 Can you DM us the exact version of iOS you are running? https://t.co/GDrqU22YpT,12,,,,,,,,,golden
gold_079,customer_178109,178109,260874,2017-10-05 20:16:56+00:00,@115858 iOS 11 sucks. Literally sucks the life out of my battery. You would think you would get this by now. #stevejobsisrollinginhisgrave,iOS 11 sucks. Literally sucks the life out of my battery. You would think you would get this by now. #stevejobsisrollinginhisgrave,"@178109 Which version of iOS 11 are you using? Check Settings &gt; General &gt; About, and let us know in DM. https://t.co/GDrqU2kzhr",22,,,,,,,,,golden
gold_080,customer_771554,771554,2756844,2017-11-21 02:33:49+00:00,@AppleSupport @115858 so why should I download this if I don’t have an X? https://t.co/JLBtkqhnxa,so why should I download this if I don’t have an X?,"@771554 Great question! We're happy to answer. While the highlights of the updates are provided in the overview, it is not an exhaustive list of all fixes that will be included in an iOS update. Keeping your device up-to-date will ensure the best performance and security.",15,,,,,,,,,golden
gold_081,customer_524110,524110,1735930,2017-11-07 05:00:34+00:00,@AppleSupport why is my iPhone buggin tf out 😐😒,why is my iPhone buggin tf out 😐😒,"@524110 Let’s work together to get everything working as expected again. To start, can you tell us a bit about what is happening?",9,,,,,,,,,golden
gold_082,customer_393551,393551,1776828,2017-11-07 23:29:10+00:00,"@AppleSupport Hi. If I sign out from my Apple ID on my iPhone, would I loose any data?","Hi. If I sign out from my Apple ID on my iPhone, would I loose any data?",@393551 We're here to help. Let's get you in contact with our Apple TV team here: https://t.co/0PATYGSGKU,18,,,,,,,,,golden
gold_083,customer_455844,455844,1447311,2017-11-02 14:25:32+00:00,@AppleSupport bro fix this shit &amp; my phone slow with this dumb ass update,bro fix this shit &amp; my phone slow with this dumb ass update,@455844 Let's partner together in DM and discuss each issue. You can reach us at the link below. https://t.co/GDrqU22YpT,14,,,,,,,,,golden
gold_084,customer_223294,223294,456133,2017-11-30 23:58:01+00:00,"""The mail password is incorrect"" no it isn't @115858 I changed it... you're just having a problem keeping up FS! #iPhone","""The mail password is incorrect"" no it isn't I changed it... you're just having a problem keeping up FS! #iPhone","@223294 We'd like to see how we can help, but we'll need more details about what's happening to continue. Also, what's your device model and the exact OS version number that's installed?",21,,,,,,,,,golden
gold_085,customer_541829,541829,1803206,2017-10-13 13:46:02+00:00,@115858 ever since I got the new update my 4G has been extremely slower and I have to keep turning my phone off because my 4G stops working,ever since I got the new update my 4G has been extremely slower and I have to keep turning my phone off because my 4G stops working,@541829 We want to be sure you can use your 4G connection as you'd expect. Send us a DM and let us know which iPhone you're using. https://t.co/GDrqU22YpT,28,,,,,,,,,golden
gold_086,customer_183883,183883,284934,2017-10-06 06:07:33+00:00,"@AppleSupport It’s iOS 11.0.2 like the ones below it’s junk, not ready for Public use. Getting sick of this with your “cheap” devices NOT","It’s iOS 11.0.2 like the ones below it’s junk, not ready for Public use. Getting sick of this with your “cheap” devices NOT",@183883 We want to get to the bottom of the issues you are seeing. Join us in DM and we'll get started? https://t.co/GDrqU22YpT,24,,,,,,,,,golden
gold_087,customer_422749,422749,1295064,2017-10-26 21:46:55+00:00,"@AppleSupport the whole phone. Sometimes the apps just crash, other times the phone just freezes. iPhone 7 may be unable to host ios11. Too many bugs.","the whole phone. Sometimes the apps just crash, other times the phone just freezes. iPhone 7 may be unable to host ios11. Too many bugs.","@422749 Follow up with us in DM. Tell us the version of iOS 11, and which apps are in use the most when this happens. https://t.co/GDrqU22YpT",26,,,,,,,,,golden
gold_088,customer_464717,464717,1484393,2017-11-03 02:21:48+00:00,@115858 Am I the only person having this problem,Am I the only person having this problem,@464717 Let's work on this together in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,9,,,,,,,,,golden
gold_089,customer_283935,283935,686610,2017-10-05 19:03:23+00:00,Hi @AppleSupport how do I check the battery health for my iPhone 6s Plus? Can I do it online or over the phone?,Hi how do I check the battery health for my iPhone 6s Plus? Can I do it online or over the phone?,@283935 We'd be happy to help you with your iPhone. Send us a DM to get started. https://t.co/GDrqU22YpT,23,,,,,,,,,golden
gold_090,customer_303126,303126,2038197,2017-10-05 02:16:26+00:00,"@AppleSupport iOS 11 Apple Music is supposed to notify about new music releases, but I'm still not getting any. How to enable this? https://t.co/7aUQ6kHY2F","iOS 11 Apple Music is supposed to notify about new music releases, but I'm still not getting any. How to enable this?","@303126 Hi, have you checked in Settings &gt; Notifications &gt; Music, to see if you're all set up? DM us back, we'll look into this there. https://t.co/GDrqU22YpT",24,,,,,,,,,golden
gold_091,customer_581996,581996,1962795,2017-10-31 00:41:03+00:00,"@AppleSupport No specific app. Slow to use everything. Cell service was excellent, now doesn't work well in my own home. In the city!","No specific app. Slow to use everything. Cell service was excellent, now doesn't work well in my own home. In the city!",@581996 Thanks for confirming. DM us any other details and include the country you're in. We'll continue working with you there. https://t.co/GDrqU22YpT,23,,,,,,,,,golden
gold_092,customer_475472,475472,1533003,2017-10-22 16:19:25+00:00,"Tendrá solución su #IOS 11.0.3 @115858 ??? No solo los problemas en batería también en aplicaciones, nulas notificaciones, se pasman... mala decisión de actualizarlo 🙎🏻","Tendrá solución su #IOS 11.0.3 ??? No solo los problemas en batería también en aplicaciones, nulas notificaciones, se pasman... mala decisión de actualizarlo 🙎🏻",@475472 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,25,,,,,,,,,golden
gold_093,customer_562804,562804,1886987,2017-10-23 10:19:53+00:00,Hi @115858 @AppleSupport can you please tell me how to revert back to the previous version of iOS as the new update is a complete disaster,Hi can you please tell me how to revert back to the previous version of iOS as the new update is a complete disaster,@562804 We'd like to work with you to help resolve any issue you're having with your device. Can you DM us what you are experiencing? https://t.co/GDrqU22YpT,26,,,,,,,,,golden
gold_094,customer_460054,460054,1465049,2017-10-17 05:33:10+00:00,@4305 and @115858 needs to come up with a fix for the #PushNotification issue on #iOS11 Fast!,and needs to come up with a fix for the #PushNotification issue on #iOS11 Fast!,@460054 We'd like to hear more about what's going on. Please DM us more information about what's happening and we'll go from there. https://t.co/GDrqU22YpT,17,,,,,,,,,golden
gold_095,customer_249079,249079,553463,2017-12-02 22:00:05+00:00,"@AppleSupport My Mac is second hand so the update available was Lion, but that doesn’t explain why my emails won’t allow me in even though I know the passwords are right??","My Mac is second hand so the update available was Lion, but that doesn’t explain why my emails won’t allow me in even though I know the passwords are right??",@249079 Let's continue via DM and see what we can figure out. You can see the full version number of your OS by going to the Apple Menu and choose About this Mac. https://t.co/GDrqU22YpT,31,,,,,,,,,golden
gold_096,customer_612903,612903,2072240,2017-11-25 10:08:50+00:00,@AppleSupport This is what I’m dealing with https://t.co/qUjDkCGWSO,This is what I’m dealing with,@612903 That's unusual for the volume to be self adjusting. Let's look into this and see what's going on. Do you have any kind of case on the iPhone that could be triggering those side volume buttons?,8,,,,,,,,,golden
gold_097,customer_780775,780775,2798397,2017-11-21 23:00:03+00:00,Anyone else’s iPhone suddenly autocorrecting “it” to “I.T”?? #AskingForAFriend #AskingForMyself @AppleSupport,Anyone else’s iPhone suddenly autocorrecting “it” to “I.T”?? #AskingForAFriend #AskingForMyself,"@780775 Thank you for reaching out to us. Let’s work together to find the best course of action for this issue. To start, what device model and software version are you using?",11,,,,,,,,,golden
gold_098,customer_690113,690113,2397963,2017-11-14 05:13:32+00:00,@AppleSupport how do I fix this? I’m in Bandar Seri Begawan yet the times are off by a minute. https://t.co/ngwpC4zERd,how do I fix this? I’m in Bandar Seri Begawan yet the times are off by a minute.,"@690113 Lets check it out together. What device do you own and iOS version are you currently running? Has the device been restarted? Is the time set to ""Set Automatically""? Meet us in DM with your response https://t.co/GDrqU22YpT",20,,,,,,,,,golden
gold_099,customer_573269,573269,1926193,2017-10-27 10:06:07+00:00,@573270 Same with standard 6s. 81% to 33% on a 20 minute bus ride. Care to explain @AppleSupport,Same with standard 6s. 81% to 33% on a 20 minute bus ride. Care to explain,@573269 We can definitely look into this with you. Send us a DM and let us know which iOS you're running currently. https://t.co/GDrqU22YpT,18,,,,,,,,,golden
gold_100,customer_179848,179848,267778,2017-10-05 21:19:38+00:00,"For the second time in 2 weeks,  the iOS11 update caused my phone to stop working. Guess I'll be making another to the @115858 store.","For the second time in 2 weeks, the iOS11 update caused my phone to stop working. Guess I'll be making another to the store.",@179848 What's going on with your iPhone? We'd like to provide any help we can. DM us. https://t.co/GDrqU22YpT,25,,,,,,,,,golden
gold_101,customer_424468,424468,1460627,2017-11-02 04:02:48+00:00,"@AppleSupport notice R3D settings of timeline clip grayed out, and any changes made here apply to the clip above. why? super frustrating https://t.co/g7Xm1qw1Vt","notice R3D settings of timeline clip grayed out, and any changes made here apply to the clip above. why? super frustrating","@424468 Hey, Matt! Let's get you back to a fun filled day of editing. Reach out to our Pro Apps team here: https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT",23,,,,,,,,,golden
gold_102,customer_691464,691464,2403751,2017-11-14 08:00:00+00:00,#iOS11 @AppleSupport When will my iPhone 7plus start connecting to WiFi ?! Down since I updated my phone 👎🏻,#iOS11 When will my iPhone 7plus start connecting to WiFi ?! Down since I updated my phone 👎🏻,@691464 We can understand wanting to be able to connect to Wi-Fi with your iPhone. Let us know which version of iOS 11 you’re running on the iPhone in DM. We’ll continue working with you there. https://t.co/GDrqU22YpT,19,,,,,,,,,golden
gold_103,customer_278729,278729,666262,2017-11-23 16:18:24+00:00,"@AppleSupport I’ve restarted multiple times.  As stated in my original tweet, this started immediately after updating my IOS.","I’ve restarted multiple times. As stated in my original tweet, this started immediately after updating my IOS.","@278729 We’d like to look into this further with you. To start, send us a DM confirming if the issue persists with podcasts which are both downloaded for offline listening as well as streaming podcasts. https://t.co/GDrqU22YpT",18,,,,,,,,,golden
gold_104,customer_667362,667362,2299194,2017-11-12 07:58:45+00:00,@AppleSupport I’ve been charged almost £200 for a subscription renual for an app I did not authorise... I’ve had to call my bank and stop further payments! Can you contact me immediately!!! - Paige. https://t.co/laokhdu1J5,I’ve been charged almost £200 for a subscription renual for an app I did not authorise... I’ve had to call my bank and stop further payments! Can you contact me immediately!!! - Paige.,"@667362 If you see a charge for an app you did not authorize, our iTunes Support have the appropriate tools to look into this with you and resolve your issue. You can contact them here:  https://t.co/SDIe7UiyJN",35,,,,,,,,,golden
gold_105,customer_475279,475279,1532249,2017-11-03 15:29:23+00:00,@115858 really forcing people to upgrade. Y’all did two updates and it’s still got my phone running shitty,really forcing people to upgrade. Y’all did two updates and it’s still got my phone running shitty,@475279 We want your iPhone working as it should. Let's meet up in DM to find the best steps to move forward. https://t.co/GDrqU22YpT,18,,,,,,,,,golden
gold_106,customer_143272,143272,637512,2017-11-22 19:52:10+00:00,"@AppleSupport That’s better than nothing. But you still have to swipe pretty far down. I liked it better before, can’t see why there wouldn’t be any room for the clock and video controls while on my 6s there obviously was. Thanks!","That’s better than nothing. But you still have to swipe pretty far down. I liked it better before, can’t see why there wouldn’t be any room for the clock and video controls while on my 6s there obviously was. Thanks!",@143272 You're welcome. Feel free to reach out to us if you have any further questions.  Have a great day!,41,,,,,,,,,golden
gold_107,customer_629047,629047,2138800,2017-11-08 21:59:12+00:00,I️ hate this thing. I️ also hate that I’m getting used it. @115858 I️ need you to fix this.,I️ hate this thing. I️ also hate that I’m getting used it. I️ need you to fix this.,@629047 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,19,,,,,,,,,golden
gold_108,customer_413799,413799,1252451,2017-11-25 19:45:32+00:00,"Updated to iOS11 and since then all the videos I stream are looping. Doesn't matter which browser I use. Did a clear cache on Safari etc no luck.
Apple Support - Please enter this as a bug and get it fixed asap! Disappoint @AppleSupport",Updated to iOS11 and since then all the videos I stream are looping. Doesn't matter which browser I use. Did a clear cache on Safari etc no luck. Apple Support - Please enter this as a bug and get it fixed asap! Disappoint,@413799 Hey there. We’d like to look further into this. Send us a DM letting us know which iOS version your device is running now to continue. https://t.co/GDrqU22YpT,44,,,,,,,,,golden
gold_109,customer_581703,581703,1961471,2017-10-30 22:54:24+00:00,I mean @115858 I was going to get a new iPhone eventually anyway but holy shit why you gotta KILL my iPhone 6plus wi this update?! 😔😔😔,I mean I was going to get a new iPhone eventually anyway but holy shit why you gotta KILL my iPhone 6plus wi this update?! 😔😔😔,@581703 We'd love to help you out with your iPhone. Send us a DM with details on the exact issue you're experiencing. https://t.co/GDrqU22YpT,27,,,,,,,,,golden
gold_110,customer_496163,496163,1618260,2017-11-05 05:12:57+00:00,@AppleSupport Why is I️t that every time I️ type the letter “I️” my keyboard changes I️t to some weird question mark box 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,Why is I️t that every time I️ type the letter “I️” my keyboard changes I️t to some weird question mark box 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,@496163 We are aware of this issue and are working hard to find a resolution. We do have a workaround: https://t.co/xXaXeeSRt9,23,,,,,,,,,golden
gold_111,customer_583390,583390,2267290,2017-10-19 18:31:09+00:00,@AppleSupport This for starters. Add random freezes and the screen turns off. Then it reboots. It’s a 2014 13”. I have installed Sierra on it now. https://t.co/i4oaLE8aA4,This for starters. Add random freezes and the screen turns off. Then it reboots. It’s a 2014 13”. I have installed Sierra on it now.,@583390 Thank you. Please send us a DM letting us know when you performed the update to Sierra and we will go from there. Thank you.,27,,,,,,,,,golden
gold_112,customer_721216,721216,2534841,2017-11-26 19:46:48+00:00,@AppleSupport I keep getting a “try another Apple ID” error when trying to login after restoring my phone to factory resets. I’m sure it is correct though. Can you help me with this?,I keep getting a “try another Apple ID” error when trying to login after restoring my phone to factory resets. I’m sure it is correct though. Can you help me with this?,"@721216 We want to help get you signed in to your Apple ID. Are you entering your full email address when signing in? Also, are you able to sign in here: https://t.co/ggVDoc1mU7",33,,,,,,,,,golden
gold_113,customer_776608,776608,2780646,2017-11-21 16:39:10+00:00,@115858 needs to fix this whole I️ thing ASAP 🤦‍♀️,needs to fix this whole I️ thing ASAP 🤦‍♀️,"@776608 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",10,,,,,,,,,golden
gold_114,customer_664859,664859,2288466,2017-11-12 02:40:24+00:00,"@AppleSupport @115858 I picked up my new leather folio from #AppleStoreRidgedale this week and this is what the logo looks like inside☹️ #Crooked I would return it, but the nearest #AppleStore is 150 miles away. For $99 I would expect a little more... #Disappointed https://t.co/MmMXoS1XfP","I picked up my new leather folio from #AppleStoreRidgedale this week and this is what the logo looks like inside☹️ #Crooked I would return it, but the nearest #AppleStore is 150 miles away. For $99 I would expect a little more... #Disappointed",@664859 We'd be happy to assist today. Send us a DM to get started. https://t.co/GDrqU22YpT,45,,,,,,,,,golden
gold_115,customer_667869,667869,2301169,2017-11-12 17:42:10+00:00,@AppleSupport Do it again I️ didn’t get it,Do it again I️ didn’t get it,@667869  iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating. This page should help: https://t.co/80YRnjDFDk DM us if you run into any issues. https://t.co/GDrqU22YpT,8,,,,,,,,,golden
gold_116,customer_627017,627017,2130282,2017-11-08 19:13:48+00:00,Hey @AppleSupport we need to talk because my macbook just gave up on life IN THE MIDDLE OF EXAM WEEKS sos ☠️,Hey we need to talk because my macbook just gave up on life IN THE MIDDLE OF EXAM WEEKS sos ☠️,@627017 We'll do everything we can to help you. Please reach out to us via DM and we can go from there together. https://t.co/GDrqU22YpT,22,,,,,,,,,golden
gold_117,customer_437415,437415,1363212,2017-10-27 19:20:43+00:00,"@115858 Señores Apple la versión iOS 11 viene con muchos problemas, se des configura el teléfono, se cierra las ventanas, se calienta la batería","Señores Apple la versión iOS 11 viene con muchos problemas, se des configura el teléfono, se cierra las ventanas, se calienta la batería",@437415 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,24,,,,,,,,,golden
gold_118,customer_597752,597752,2021214,2017-11-06 01:04:02+00:00,"20 minutes ago my phone was at 100%, now it’s at 24% (oh 18% now) and I was only on snapchat @115858 https://t.co/tWjFxsHgrJ","20 minutes ago my phone was at 100%, now it’s at 24% (oh 18% now) and I was only on snapchat",@597752 We'd like to look into this with you. DM us any other details on these issues and we'll continue with you there. https://t.co/GDrqU22YpT,23,,,,,,,,,golden
gold_119,customer_611866,611866,2069064,2017-10-08 16:29:54+00:00,Don’t like how the battery drains on my #iPhone7Plus after the #ios11update Do something about it @AppleSupport,Don’t like how the battery drains on my #iPhone7Plus after the #ios11update Do something about it,@611866 We'd like to help you with that battery drain. Let us know the exact version you're running of iOS 11 via DM. https://t.co/GDrqU22YpT,17,,,,,,,,,golden
gold_120,customer_184897,184897,289130,2017-10-06 13:01:29+00:00,@AppleSupport updated my 7 Plus to 11.0.1 and updated watch to 4.0 and I no longer get the app image on my notifications just generic image https://t.co/bTNFgsyCcX,updated my 7 Plus to 11.0.1 and updated watch to 4.0 and I no longer get the app image on my notifications just generic image,@184897 Hey there. We're here for you. DM us and we'll go from there. https://t.co/GDrqU22YpT,27,,,,,,,,,golden
gold_121,customer_610675,610675,2065050,2017-10-07 20:35:46+00:00,@610676 @115858 My 6S Plus has been terrible since I installed. Choppy. Buggy. Terrible battery life.,My 6S Plus has been terrible since I installed. Choppy. Buggy. Terrible battery life.,@610675 We're happy to look int these issue with you. Let us know in DM if you've updated to iOS 11.0.2 to get started. https://t.co/GDrqU22YpT,16,,,,,,,,,golden
gold_122,customer_717980,717980,2520726,2017-11-16 00:49:10+00:00,@AppleSupport IM ABOUT TO GET AN ANDROID THIS IS RIDICULOUS,IM ABOUT TO GET AN ANDROID THIS IS RIDICULOUS,"@717980 We understand how important it is to see your calls coming through, so we’d like to help. Let us know in DM if Do Not Disturb is enabled in Settings &gt; Do Not Disturb. https://t.co/GDrqU22YpT",10,,,,,,,,,golden
gold_123,customer_579887,579887,1953089,2017-10-29 17:04:07+00:00,@AppleSupport Noooo. You know it’s the new update. Enough people have complained.,Noooo. You know it’s the new update. Enough people have complained.,@579887 How many times do you charge your device in a day? Which version of iOS 11 are you using? Let us know via DM. https://t.co/GDrqU22YpT,12,,,,,,,,,golden
gold_124,customer_623263,623263,2113912,2017-11-08 13:37:03+00:00,@115858 please fix the glitch on the iPhone. I am sick of question mark boxes!,please fix the glitch on the iPhone. I am sick of question mark boxes!,@623263 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,15,,,,,,,,,golden
gold_125,customer_136103,136103,1000010,2017-11-16 12:03:05+00:00,@AppleSupport Does this mean I don’t have to back my old phone up?,Does this mean I don’t have to back my old phone up?,"@136103 You'll still want a backup to bring everything over, but Automatic Setup makes switching to a new device quick and easy.",13,,,,,,,,,golden
gold_126,customer_669928,669928,2309868,2017-10-19 21:49:17+00:00,@AppleSupport nothing appears on my screen after i finished doing the touch ID,nothing appears on my screen after i finished doing the touch ID,@669928 Are you on Wi-Fi or cellular data? Does it work if you disable Touch ID for the app store and use your password?,13,,,,,,,,,golden
gold_127,customer_640622,640622,2187686,2017-10-19 07:33:09+00:00,"@AppleSupport  you butchered the only voicemail I have from my mom as she has passed away, can you fix this? https://t.co/HqjBUlVgpF","you butchered the only voicemail I have from my mom as she has passed away, can you fix this?",@640622 We're sorry to hear that. Let's have a look at this. Please DM us. https://t.co/GDrqU22YpT,21,,,,,,,,,golden
gold_128,customer_136603,136603,94826,2017-11-30 19:27:28+00:00,"@AppleSupport It freezes often, probably 5 or 6 times a day","It freezes often, probably 5 or 6 times a day",@136603 Thanks for following up. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,11,,,,,,,,,golden
gold_129,customer_404287,404287,1211217,2017-10-25 00:04:29+00:00,2 hours of my life online with @115858 and I still have a broken phone #neverusetheonlinechat,2 hours of my life online with and I still have a broken phone #neverusetheonlinechat,@404287 We'd be happy to look into any issues you might be having with your iPhone. Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT,16,,,,,,,,,golden
gold_130,customer_174256,174256,245361,2017-10-05 12:55:43+00:00,"excel file direct in excel and save back to its location, instead we get option to copy in excel, that need more work @AppleSupport 2/2","excel file direct in excel and save back to its location, instead we get option to copy in excel, that need more work 2/2","@174256 Thanks for reaching out. When you have the time, submit feedback to us about those features here: https://t.co/eTPVYVFyd8",25,,,,,,,,,golden
gold_131,customer_395363,395363,1170816,2017-10-15 13:50:50+00:00,@AppleSupport We got our Apple TV 4k on Friday &amp; have had this issue almost every time we try to use it...any insight? https://t.co/ErdNkSGQ6b,We got our Apple TV 4k on Friday &amp; have had this issue almost every time we try to use it...any insight?,@395363 Let's get you pointed in the right direction. Reach out to our Apple TV experts here: https://t.co/IBIY3vMgPj,24,,,,,,,,,golden
gold_132,customer_554374,554374,1852398,2017-10-19 01:23:24+00:00,Can I sue @115858 for making my battery die with their updates... I mean why don’t you care about us?? 😂,Can I sue for making my battery die with their updates... I mean why don’t you care about us?? 😂,"@554374 We'd be happy to look into what's going on with your battery. To start, DM us which device and iOS version you're using. https://t.co/GDrqU22YpT",21,,,,,,,,,golden
gold_133,customer_314756,314756,817684,2017-10-12 20:51:25+00:00,@AppleSupport nothing happens .. i log in to my account and nothing happens.. like it doesnt download,nothing happens .. i log in to my account and nothing happens.. like it doesnt download,@314756 We've received your DM and will continue to work with you there.,17,,,,,,,,,golden
gold_134,customer_679123,679123,2349430,2017-11-13 18:16:49+00:00,@AppleSupport The issue its happen with almost iphone after the up date 👎🏼 u can search by google whats the problem in the new up date,The issue its happen with almost iphone after the up date 👎🏼 u can search by google whats the problem in the new up date,@679123 We are happy to help look into this and find the best solution for you. Reach out to us in DM and we’ll help. https://t.co/GDrqU22YpT,26,,,,,,,,,golden
gold_135,customer_744967,744967,2639706,2017-11-17 20:12:25+00:00,"@AppleSupport Hello, my IPhone 7 (32gb) has been stuck in a permanent loop of restarting and crashing for hours and hasn't come back on at all. My volume down button is also stuck in and believe this to be causing the crashing. My phone is unrecognisable in ITunes, Help!","Hello, my IPhone 7 (32gb) has been stuck in a permanent loop of restarting and crashing for hours and hasn't come back on at all. My volume down button is also stuck in and believe this to be causing the crashing. My phone is unrecognisable in ITunes, Help!","@744967 Let's investigate this together. Prior to this starting, were you using an app, etc? Did you receive an alert or error message? Have you attempted a force restart: https://t.co/o7nB3pXfMv",49,,,,,,,,,golden
gold_136,customer_168205,168205,218928,2017-10-05 01:06:37+00:00,@AppleSupport yet another bug! #iOS11Fail - WiFi and Bluetooth still enabled even though disabled in Control Centre https://t.co/TojlaAU5Ty,yet another bug! #iOS11Fail - WiFi and Bluetooth still enabled even though disabled in Control Centre,@168205 Let's check into this together. Please tap here to DM and we'll get started: https://t.co/GDrqU22YpT,18,,,,,,,,,golden
gold_137,customer_527846,527846,1752043,2017-10-17 22:17:23+00:00,@AppleSupport Okay... Thank you... so I can just ignore the email?,Okay... Thank you... so I can just ignore the email?,"@527846 You're welcome! If you provided any info, check to be sure your Apple ID is secure. This will help: https://t.co/ufbG3Gx5bq",11,,,,,,,,,golden
gold_138,customer_755512,755512,2686672,2017-11-19 04:53:35+00:00,@AppleSupport Tried iTunes restore and now it’s working fine. Thanks for the support.,Tried iTunes restore and now it’s working fine. Thanks for the support.,@755512 We're very happy that you were able to resolve it. Don't ever hesitate if you have any questions or concerns.,13,,,,,,,,,golden
gold_139,customer_807890,807890,2918911,2017-11-29 00:54:56+00:00,@AppleSupport Using one finger is fine. It’s the two finger keyboard gesture. iPad Pro 10.5 and iOS 11.1. Also has been an issue on iPad Air on every iOS version since iOS 10. No accessibility activations. Happens with factory reset device too.,Using one finger is fine. It’s the two finger keyboard gesture. iPad Pro 10.5 and iOS 11.1. Also has been an issue on iPad Air on every iOS version since iOS 10. No accessibility activations. Happens with factory reset device too.,@807890 We'd like to take a closer look into this. Send us a DM and we can start there. https://t.co/GDrqU22YpT,42,,,,,,,,,golden
gold_140,customer_231630,231630,683019,2017-10-05 17:47:06+00:00,@AppleSupport You still have a fundamental bug with 11.0.2 on the 7 Plus re: uploading pics to text. Balks most of the time.,You still have a fundamental bug with 11.0.2 on the 7 Plus re: uploading pics to text. Balks most of the time.,@231630 We'd love to see what you're experiencing. Please shoot us a DM and we can work together. https://t.co/GDrqU22YpT,23,,,,,,,,,golden
gold_141,customer_679454,679454,2350806,2017-11-13 16:48:52+00:00,seriously wtf @115858 !!!!! https://t.co/MXvLNdIsaM,seriously wtf !!!!!,@679454 We can help out. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,5,,,,,,,,,golden
