example_id,tweet_id,customer_text,next_agent_response,gold_intent,gold_action,gold_reason,model_intent,model_confidence,evidence_level,top_similarity,model_action,model_reason,model_reply,evidence_count,top_evidence_customer,top_evidence_response
gold_050,1851129,Really need @AppleSupport right now. So bloody confused about my family Apple Music accounts. Need help,@554098 We know it's important to enjoy your music and understand how Apple Music works. We'd be happy to help out. Let's meet in DM. https://t.co/GDrqU2kzhr,apps_services,escalate,Application or Apple service functionality issue.,account_icloud,0.3519,weak,0.25,escalate,The 'account_icloud' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ need help.,@516534 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
gold_051,2805151,"Mas olha, não aguento mais meu celular vibrando toda vez que atualiza os e-mails em segundo plano, alô @AppleSupport como desativa isso?","@782406 Since our Twitter support is available in English, get help at https://t.co/IBIY3w3RGR or join https://t.co/pvaOFg6Mb1",apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.5124,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,"Mas olha, não aguento mais meu celular vibrando toda vez que atualiza os e-mails em segundo plano, alô @AppleSupport como desativa isso?","@782406 Since our Twitter support is available in English, get help at https://t.co/IBIY3w3RGR or join https://t.co/pvaOFg6Mb1"
gold_052,2732862,Can @115858 fix this thing I️ I️ I️ I️ I️ It’s extremely annoying,"@766035 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6",keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",hardware_device,0.2967,moderate,0.3787,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@applesupport please fix this I️ thing it’s literally a nightmare,@467503 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
gold_053,812207,"Qué onda con este teléfono ?? Se volvió loco. Pone música cuando quiere, se abre Siri, cambia música sola. Etc...@AppleSupport #Iphone7Plus https://t.co/G57OvBodX5",@313539 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,hardware_device,escalate,General device hardware or device-function problem.,hardware_device,0.5716,weak,0.2733,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,تبًا لل #iOS1112 😡 @AppleSupport #iPhone7Plus #apple https://t.co/c3aDdwsxB5,@769287 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
gold_054,2412423,"@693538 @115858 I️ did buy it!! It won’t download on my phone, computer worked fine. So irritating.","@693537 May we take a look?  If so, feel free to let us know what happens when you try to download the music.  For example, do you receive an error message?",purchases_billing,escalate,"Purchase, subscription, payment, refund, or billing issue.",hardware_device,0.1833,moderate,0.3371,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,"@AppleSupport the iOS 11.0.3 won’t download on my phone now, i’m continually pressing retry and it won’t download. now what?",@554294 check out the steps in this article for things to try when you're having issues updating: https://t.co/Ui1yTo6dM7
gold_055,2304904,Really disappointed with the battery life of the new software update on my iPhone 6 @115858 #ios11,"@668741 We understand that having a long-lasting battery is vital. Please navigate to Settings &gt; General &gt; About , DM us to let us know which version you are using. We’ll go from there. https://t.co/GDrqU22YpT",battery_charging,escalate,"Battery, charging, or battery-life issue.",software_update,0.5718,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold. Software-update issues require higher classification confidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,Really disappointed with the battery life of the new software update on my iPhone 6 @115858 #ios11,"@668741 We understand that having a long-lasting battery is vital. Please navigate to Settings &gt; General &gt; About , DM us to let us know which version you are using. We’ll go from there. https://t.co/GDrqU22YpT"
gold_056,2041059,@AppleSupport I factory rested it rested but it did nothing,@603495 We know how important it is to get your phone up and running. We want to help. DM us what you are currently seeing on your screen. https://t.co/GDrqU22YpT,hardware_device,escalate,General device hardware or device-function problem.,hardware_device,0.5948,moderate,0.3982,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport That did nothing https://t.co/hY9z2lWrt2,@261801 Thanks for trying that out. Have you already attempted to select the option to decline setup for Apple Pay?
gold_057,688912,"@AppleSupport hope you will remove the lag from the last update ! 
We can’t even write a text without lagging #appleupdatelag",@284600 We'd like to work with you. Let's continue our conversation in DM. https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.4222,weak,0.2188,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,@AppleSupport I️ hope you are fixing the letter I️. I️ am annoyed.,@518700 We received your DM. Be on the lookout for our response there.
gold_058,1587435,"Good call on the software update @115858 ....I’m barely able to send this disgruntled tweet because my phone is shot, thanks",@488290 Tell us what you're experiencing and we'll work together to find a working solution.,software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.5834,weak,0.2273,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,@AppleSupport 11.0.2 is the software update I have,@304388 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
gold_059,2293066,@115858 Bro i can’t even spell “it” like I.T keeps coming up . I txt too fast to check that shit every time,@665900 Which device are you experiencing this issue on? Let us know via DM so we can take a closer look. https://t.co/GDrqU22YpT,keyboard_input,escalate,"Keyboard, typing, or autocorrect issue.",hardware_device,0.1557,weak,0.2843,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 I’m so annoyed I can’t even spell in*,"@669379 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6"
gold_060,2555482,"Restarted iPhone as was lagging, now I only have 14 photos and videos.... 🧐 @AppleSupport there is a big bug with iso11 where are my 10k + photos and videos??? 😒😒 https://t.co/whj2s8hxpv",@332464 Thanks for reaching out to us. We are always happy to help. We'd like to look into this issue with you. Send us a DM so we can talk there. https://t.co/GDrqU22YpT,apps_services,escalate,Application or Apple service functionality issue.,apps_services,0.5068,weak,0.297,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport I updated my phone and now all my photos and videos have warning sign,@411966 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT
gold_061,816193,"Dear @115858, I ABHOR the iPhone 8. It sucks. 43% by 1:20 pm. That is all. #iphone #apple #iphone8","@314356 Reach out to us via DM, and we can work together on looking in to this from there. https://t.co/GDrqU22YpT",battery_charging,escalate,"Battery, charging, or battery-life issue.",software_update,0.1708,none,0.0,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,,
gold_062,156014,"Dear @AppleSupport and @115858  when are you planning on fixing your horribly planned iOS that you just HAD to roll out before it was ready. 👉🏻 I  👈🏻would love to be able to use ALL of the letters on my keyboard that I paid $1,000 to use. 

Sincerely-
“Every iPhone owner”",@151818 We're here to help. Please take a look at the following article for further assistance: https://t.co/xXaXeeSRt9,keyboard_input,escalate,"Keyboard, typing, or autocorrect issue.",keyboard_input,0.4188,moderate,0.3749,escalate,Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 when are you planning on fixing I️?,@532773 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ
gold_063,188331,@AppleSupport Sorry for the delay busy day. I rebooted and Siri is still calling it the 10th of April,@160191 We'd like to know more. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT,apps_services,escalate,Application or Apple service functionality issue.,connectivity_calls,0.2613,moderate,0.3099,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Connectivity issues require higher classification confidence before automation. Connectivity issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Sorry. 11.1.1,@734398 Thanks! Join us in DM with more details. We're curious if you notice the iPhone behaving slow in certain apps or while performing certain functions. https://t.co/GDrqU22YpT
gold_064,2890648,@AppleSupport 11.1.1 was the letter “I” now 11.1.2 can’t run anything...please release a new iOS to fix this problem! I’m not the only one too! #shesbrok’,@801393 We want to help. Can you tell us more about what's going on with your iPhone? Are you unable to open apps?,apps_services,escalate,Application or Apple service functionality issue.,software_update,0.4817,weak,0.2498,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 I'm not the only one. https://t.co/lm3ALscoF2,@474337 We'd like to see what you're experiencing. Are you able to capture the blur with a screen recording? https://t.co/iOka2N34Y3
gold_065,765461,@AppleSupport How do I delete old non-existing #iCloud from my iPad? The pop-up is driving me insane! Password doesnt work. Cant delete it😡,@302951 We'd like to help. Send us a DM with more information on your device and issue and we'll get started. https://t.co/GDrqU22YpT,account_icloud,escalate,"Apple ID, iCloud, authentication, or account-security issue.",account_icloud,0.9013,weak,0.2813,escalate,The 'account_icloud' intent is designated as high-risk and requires human review. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport TAHT DOESNT WORK,@468638 We'd be happy to look into this with you. DM us and we'll go from there. https://t.co/GDrqU22YpT
gold_066,1962066,@AppleSupport YOUR UPDATE IS FUCKING UP MY PHONE,@581837 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.0.3 downloaded? https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.9443,strong,1.0,auto_handle,The intent is considered low-risk and both classification confidence and historical evidence exceed the fixed handling thresholds.,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,3,@AppleSupport YOUR UPDATE IS FUCKING UP MY PHONE,@581837 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.0.3 downloaded? https://t.co/GDrqU22YpT
gold_067,1124376,@385124 @115858 The WiFi constantly turns itself back on too - helpful!,@385123 We'd like to know a bit more to see if we can help. Could you clarify how you're turning off Wi-Fi on your device?,connectivity_calls,auto_handle,"Wi-Fi, Bluetooth, cellular, network, or calling issue.",connectivity_calls,0.8683,moderate,0.3885,escalate,Connectivity issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,.@AppleSupport Is Wi-fi turning itself back on automatically because of wi-fi calling? I turn it off and it turns itself back on.,@165462 Let us know what steps you're taking to disable Wi-Fi. We'll be happy to look into this with you.
gold_068,1976165,"@115858 Why when I’m ready to press “I” it puts this shit -&gt; I️? Please fix the issue 
- Aggravated customer",@585207 We are here to help whenever possible. DM which iPhone and specific iOS version you are using currently to get started. https://t.co/GDrqU22YpT,keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",keyboard_input,0.2671,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 Why when I’m ready to press “I” it puts this shit -&gt; I️? Please fix the issue - Aggravated customer,@585207 We are here to help whenever possible. DM which iPhone and specific iOS version you are using currently to get started. https://t.co/GDrqU22YpT
gold_069,1570324,@115858 pls fix the battery life. annoying af,@284502 We'd like to look into this with you. What's your current iOS version?,battery_charging,escalate,"Battery, charging, or battery-life issue.",battery_charging,0.9928,strong,1.0,auto_handle,The intent is considered low-risk and both classification confidence and historical evidence exceed the fixed handling thresholds.,Thanks for reaching out. We understand your battery is draining quickly. We'd like to look into this with you. Please let us know which iPhone model and iOS version you're using.,3,@115858 pls fix the battery life. annoying af,@284502 We'd like to look into this with you. What's your current iOS version?
gold_070,883969,"@AppleSupport ok, hope in 10.0.4 ver. Can fix apps stuck or freeze. And volume goes down by itself.",@329913 We want to help. Reach out via DM using the link below. https://t.co/GDrqU22YpT,apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.2991,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,"@AppleSupport ok, hope in 10.0.4 ver. Can fix apps stuck or freeze. And volume goes down by itself.",@329913 We want to help. Reach out via DM using the link below. https://t.co/GDrqU22YpT
gold_071,2420089,@115858 my phone keeps autocorrecting ‘it’ to I.t and this bug just started with the last night update and hasn’t been fixed with any of the bug fixer ones prior to that ?? None of the autocorrect hacks are working on it pls help,@695207 We'd be happy to help. We have some steps you can try for addressing this issue. Meet us in DM and we'll get started. Thanks! https://t.co/GDrqU22YpT,keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",keyboard_input,0.743,none,0.0,escalate,There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,,
gold_072,1910804,".@AppleSupport Quickly type in any three numbers in the #iOS11 calculator. i.e. 1+2+3, you will not get 6 or any other correct val! Tested? https://t.co/DOeNpjKP5W",@223740 We'd like to look into this with you. Meet us in DM and let us know which device you're using the calculator on. https://t.co/GDrqU22YpT,apps_services,auto_handle,Application or Apple service functionality issue.,software_update,0.2514,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold. Software-update issues require higher classification confidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,".@AppleSupport Quickly type in any three numbers in the #iOS11 calculator. i.e. 1+2+3, you will not get 6 or any other correct val! Tested? https://t.co/DOeNpjKP5W",@223740 We'd like to look into this with you. Meet us in DM and let us know which device you're using the calculator on. https://t.co/GDrqU22YpT
gold_073,248728,"@AppleSupport Every app tried it with updating -Asphalt 8 , google maps, And downloading-Xe currency,bad piggies and YouTube","@175087 Have you tried restarting your device and trying again? Also, what's the exact iOS version installed?",apps_services,auto_handle,Application or Apple service functionality issue.,hardware_device,0.3177,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,"@AppleSupport Every app tried it with updating -Asphalt 8 , google maps, And downloading-Xe currency,bad piggies and YouTube","@175087 Have you tried restarting your device and trying again? Also, what's the exact iOS version installed?"
gold_074,2679283,"Hey @115858, this update is killing my phone &amp; everything moves so slowly but I’m not buying a new $1000 phone. Good try though","@753892 Let's work on it together. Aside from slowness, what are you experiencing?",software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.7932,moderate,0.3862,escalate,Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 this new update is killing my phone battery 😡,@561158 We know how important battery life is. We'd love to assist you with yours. Click here to join us in DM: https://t.co/GDrqU22YpT
gold_075,652940,@275254 @AppleSupport I’ve got 11.1.2 &amp; it still occurs on my iPhone 6S &amp; iPhone X so I feel it’s S/ware,@275253 We want to help. Please tell us more about the situation you're experiencing via DM. https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,hardware_device,0.2045,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@275254 @AppleSupport I’ve got 11.1.2 &amp; it still occurs on my iPhone 6S &amp; iPhone X so I feel it’s S/ware,@275253 We'd like to look into this. DM us and we'll go from there. https://t.co/GDrqU22YpT
gold_076,2961408,"@AppleSupport I received an email about a subscription email that I haven't purchased. The email address and email its self seems strange, so I don't want to click anything on it. Is there a way you can help me?","@817251 It's smart to not click on suspicious emails. Take a look here for information about legitimate emails and where to forward phishing attempts to us: https://t.co/LNMCdqt6fD
Meet us in DM with more details if you still want help with this after checking this article. https://t.co/GDrqU22YpT",account_icloud,escalate,"Apple ID, iCloud, authentication, or account-security issue.",purchases_billing,0.7669,weak,0.2796,escalate,The 'purchases_billing' intent is designated as high-risk and requires human review. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,"Hi @AppleSupport, I received an email.. email address is: __email__ i'm 100% assured it's a pishing email... Where can i report this? https://t.co/1QXmtKPv3b",@512509 We've got you covered. You can use this link here to report phishing emails: https://t.co/LNMCdqt6fD
gold_077,1828295,"@AppleSupport on my phone, in Safari, it doesn’t want to let me copy, paste or search into the address bar at the top. Help!",@203476 Thank you for reaching out to us. We'd like to look into this with you. Please DM us the device you are using. https://t.co/GDrqU22YpT,apps_services,auto_handle,Application or Apple service functionality issue.,hardware_device,0.2191,weak,0.2358,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport what’s the deal with the white bar at the top of my screen? https://t.co/395oSDn15r,@712214 Thanks for reaching out. May we ask if you're seeing this in all apps or only a specific number of apps?
gold_078,2898983,"Dear @115858, the battery on the iPhone 6 sucks.
That is all.",@803137 We know how important battery life is. Let's work together to improve things. Check out: https://t.co/bivpdfBNJ6 Can you DM us the exact version of iOS you are running? https://t.co/GDrqU22YpT,battery_charging,escalate,"Battery, charging, or battery-life issue.",battery_charging,0.8884,weak,0.2698,escalate,There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport the glass my iPhone 8 sucks. Already shattered. 😥🙄🙃,"@257965 We’re sorry to hear about your iPhone. We’ll be happy to partner with you, and share all of the options available to get it serviced. Join us in DM using this link to start: https://t.co/GDrqU22YpT"
gold_079,260874,@115858 iOS 11 sucks. Literally sucks the life out of my battery. You would think you would get this by now. #stevejobsisrollinginhisgrave,"@178109 Which version of iOS 11 are you using? Check Settings &gt; General &gt; About, and let us know in DM. https://t.co/GDrqU2kzhr",battery_charging,escalate,"Battery, charging, or battery-life issue.",battery_charging,0.5224,weak,0.2602,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,Trust @115858 to suck the life out of my battery after this new update 😒,@677366 Having reliable battery life is important! Let us know which device you’re using and your software version in DM. We’ll take a closer look at this with you there. https://t.co/GDrqU22YpT
gold_080,2756844,@AppleSupport @115858 so why should I download this if I don’t have an X? https://t.co/JLBtkqhnxa,"@771554 Great question! We're happy to answer. While the highlights of the updates are provided in the overview, it is not an exhaustive list of all fixes that will be included in an iOS update. Keeping your device up-to-date will ensure the best performance and security.",software_update,auto_handle,Issue is directly related to an operating-system update or version.,hardware_device,0.3589,moderate,0.3069,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport please advise if I don’t have a computer? https://t.co/ZXvWwGWk1M,@312177 Thanks for reaching out. You can't use iTunes Wi-Fi Sync without a computer. Read more here: https://t.co/048FvsiWf8
gold_081,1735930,@AppleSupport why is my iPhone buggin tf out 😐😒,"@524110 Let’s work together to get everything working as expected again. To start, can you tell us a bit about what is happening?",hardware_device,escalate,General device hardware or device-function problem.,hardware_device,0.5099,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport why is my iPhone buggin tf out 😐😒,"@524110 Let’s work together to get everything working as expected again. To start, can you tell us a bit about what is happening?"
gold_082,1776828,"@AppleSupport Hi. If I sign out from my Apple ID on my iPhone, would I loose any data?",@393551 We're here to help. Let's get you in contact with our Apple TV team here: https://t.co/0PATYGSGKU,account_icloud,escalate,"Apple ID, iCloud, authentication, or account-security issue.",account_icloud,0.9015,weak,0.2154,escalate,The 'account_icloud' intent is designated as high-risk and requires human review. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,@AppleSupport how can I transfer my bank details from my old Apple ID on to my new Apple ID?,"@260535 That's a great question! To make sure we provide the best support, are you looking to add your card details for iTunes and App Store purchases? If so, the steps for adding payment information can be found here: https://t.co/Y0YoIRcZa7"
gold_083,1447311,@AppleSupport bro fix this shit &amp; my phone slow with this dumb ass update,@455844 Let's partner together in DM and discuss each issue. You can reach us at the link below. https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.593,moderate,0.3921,escalate,Intent classification confidence is below the safe handling threshold. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport BRO I DID,@684411 We're glad you had the chance to update the iOS. Let's take a closer look into this issue within a DM. Select the following link to join us there. https://t.co/GDrqU22YpT
gold_084,456133,"""The mail password is incorrect"" no it isn't @115858 I changed it... you're just having a problem keeping up FS! #iPhone","@223294 We'd like to see how we can help, but we'll need more details about what's happening to continue. Also, what's your device model and the exact OS version number that's installed?",apps_services,escalate,Application or Apple service functionality issue.,account_icloud,0.484,weak,0.2025,escalate,The 'account_icloud' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,Sooo you’re just not gonna fix this “I.T” problem huh @115858,"@238859 We're happy to look at this with you. Meet us in DM with some details. Tell us if you've done any troubleshooting for this, and we'll go from there. https://t.co/GDrqU22YpT"
gold_085,1803206,@115858 ever since I got the new update my 4G has been extremely slower and I have to keep turning my phone off because my 4G stops working,@541829 We want to be sure you can use your 4G connection as you'd expect. Send us a DM and let us know which iPhone you're using. https://t.co/GDrqU22YpT,connectivity_calls,escalate,"Wi-Fi, Bluetooth, cellular, network, or calling issue.",software_update,0.6957,moderate,0.3155,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,"Ever since I got the update, my phone has been TRASH ❗️🗑 Thanks, @115858",@566708 Let's see what we can do to help. Send us a DM with more details about what you are experiencing to get started. https://t.co/GDrqU22YpT
gold_086,284934,"@AppleSupport It’s iOS 11.0.2 like the ones below it’s junk, not ready for Public use. Getting sick of this with your “cheap” devices NOT",@183883 We want to get to the bottom of the issues you are seeing. Join us in DM and we'll get started? https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.5019,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold. Software-update issues require higher classification confidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,"@AppleSupport It’s iOS 11.0.2 like the ones below it’s junk, not ready for Public use. Getting sick of this with your “cheap” devices NOT",@183883 We want to get to the bottom of the issues you are seeing. Join us in DM and we'll get started? https://t.co/GDrqU22YpT
gold_087,1295064,"@AppleSupport the whole phone. Sometimes the apps just crash, other times the phone just freezes. iPhone 7 may be unable to host ios11. Too many bugs.","@422749 Follow up with us in DM. Tell us the version of iOS 11, and which apps are in use the most when this happens. https://t.co/GDrqU22YpT",software_update,escalate,Issue is directly related to an operating-system update or version.,software_update,0.3569,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold. Software-update issues require higher classification confidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,"@AppleSupport the whole phone. Sometimes the apps just crash, other times the phone just freezes. iPhone 7 may be unable to host ios11. Too many bugs.","@422749 Follow up with us in DM. Tell us the version of iOS 11, and which apps are in use the most when this happens. https://t.co/GDrqU22YpT"
