example_id,tweet_id,customer_text,next_agent_response,gold_intent,gold_action,gold_reason,model_intent,model_confidence,evidence_level,top_similarity,model_action,model_reason,model_reply,evidence_count,top_evidence_customer,top_evidence_response
gold_072,1910804,".@AppleSupport Quickly type in any three numbers in the #iOS11 calculator. i.e. 1+2+3, you will not get 6 or any other correct val! Tested? https://t.co/DOeNpjKP5W",@223740 We'd like to look into this with you. Meet us in DM and let us know which device you're using the calculator on. https://t.co/GDrqU22YpT,apps_services,auto_handle,Application or Apple service functionality issue.,software_update,0.2514,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold. Software-update issues require higher classification confidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,".@AppleSupport Quickly type in any three numbers in the #iOS11 calculator. i.e. 1+2+3, you will not get 6 or any other correct val! Tested? https://t.co/DOeNpjKP5W",@223740 We'd like to look into this with you. Meet us in DM and let us know which device you're using the calculator on. https://t.co/GDrqU22YpT
gold_073,248728,"@AppleSupport Every app tried it with updating -Asphalt 8 , google maps, And downloading-Xe currency,bad piggies and YouTube","@175087 Have you tried restarting your device and trying again? Also, what's the exact iOS version installed?",apps_services,auto_handle,Application or Apple service functionality issue.,hardware_device,0.3177,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,"@AppleSupport Every app tried it with updating -Asphalt 8 , google maps, And downloading-Xe currency,bad piggies and YouTube","@175087 Have you tried restarting your device and trying again? Also, what's the exact iOS version installed?"
gold_075,652940,@275254 @AppleSupport I’ve got 11.1.2 &amp; it still occurs on my iPhone 6S &amp; iPhone X so I feel it’s S/ware,@275253 We want to help. Please tell us more about the situation you're experiencing via DM. https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,hardware_device,0.2045,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@275254 @AppleSupport I’ve got 11.1.2 &amp; it still occurs on my iPhone 6S &amp; iPhone X so I feel it’s S/ware,@275253 We'd like to look into this. DM us and we'll go from there. https://t.co/GDrqU22YpT
gold_076,2961408,"@AppleSupport I received an email about a subscription email that I haven't purchased. The email address and email its self seems strange, so I don't want to click anything on it. Is there a way you can help me?","@817251 It's smart to not click on suspicious emails. Take a look here for information about legitimate emails and where to forward phishing attempts to us: https://t.co/LNMCdqt6fD
Meet us in DM with more details if you still want help with this after checking this article. https://t.co/GDrqU22YpT",account_icloud,escalate,"Apple ID, iCloud, authentication, or account-security issue.",purchases_billing,0.7669,weak,0.2796,escalate,The 'purchases_billing' intent is designated as high-risk and requires human review. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,"Hi @AppleSupport, I received an email.. email address is: __email__ i'm 100% assured it's a pishing email... Where can i report this? https://t.co/1QXmtKPv3b",@512509 We've got you covered. You can use this link here to report phishing emails: https://t.co/LNMCdqt6fD
gold_077,1828295,"@AppleSupport on my phone, in Safari, it doesn’t want to let me copy, paste or search into the address bar at the top. Help!",@203476 Thank you for reaching out to us. We'd like to look into this with you. Please DM us the device you are using. https://t.co/GDrqU22YpT,apps_services,auto_handle,Application or Apple service functionality issue.,hardware_device,0.2191,weak,0.2358,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport what’s the deal with the white bar at the top of my screen? https://t.co/395oSDn15r,@712214 Thanks for reaching out. May we ask if you're seeing this in all apps or only a specific number of apps?
gold_080,2756844,@AppleSupport @115858 so why should I download this if I don’t have an X? https://t.co/JLBtkqhnxa,"@771554 Great question! We're happy to answer. While the highlights of the updates are provided in the overview, it is not an exhaustive list of all fixes that will be included in an iOS update. Keeping your device up-to-date will ensure the best performance and security.",software_update,auto_handle,Issue is directly related to an operating-system update or version.,hardware_device,0.3589,moderate,0.3069,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport please advise if I don’t have a computer? https://t.co/ZXvWwGWk1M,@312177 Thanks for reaching out. You can't use iTunes Wi-Fi Sync without a computer. Read more here: https://t.co/048FvsiWf8
gold_084,456133,"""The mail password is incorrect"" no it isn't @115858 I changed it... you're just having a problem keeping up FS! #iPhone","@223294 We'd like to see how we can help, but we'll need more details about what's happening to continue. Also, what's your device model and the exact OS version number that's installed?",apps_services,escalate,Application or Apple service functionality issue.,account_icloud,0.484,weak,0.2025,escalate,The 'account_icloud' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,Sooo you’re just not gonna fix this “I.T” problem huh @115858,"@238859 We're happy to look at this with you. Meet us in DM with some details. Tell us if you've done any troubleshooting for this, and we'll go from there. https://t.co/GDrqU22YpT"
gold_085,1803206,@115858 ever since I got the new update my 4G has been extremely slower and I have to keep turning my phone off because my 4G stops working,@541829 We want to be sure you can use your 4G connection as you'd expect. Send us a DM and let us know which iPhone you're using. https://t.co/GDrqU22YpT,connectivity_calls,escalate,"Wi-Fi, Bluetooth, cellular, network, or calling issue.",software_update,0.6957,moderate,0.3155,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,"Ever since I got the update, my phone has been TRASH ❗️🗑 Thanks, @115858",@566708 Let's see what we can do to help. Send us a DM with more details about what you are experiencing to get started. https://t.co/GDrqU22YpT
gold_088,1484393,@115858 Am I the only person having this problem,@464717 Let's work on this together in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,other,escalate,Insufficient context or a general/novel issue.,apps_services,0.1766,moderate,0.3694,escalate,Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,"Am I️ the only person this dumb shit is happening to, whenever the letter “I️” is typed? @115858 WTF is this? https://t.co/d9Q5VtAOYI",@591333 We'd like to take a look at this with you. Please join us in DM and tell us which version of iOS you're currently running: https://t.co/GDrqU22YpT
gold_090,2038197,"@AppleSupport iOS 11 Apple Music is supposed to notify about new music releases, but I'm still not getting any. How to enable this? https://t.co/7aUQ6kHY2F","@303126 Hi, have you checked in Settings &gt; Notifications &gt; Music, to see if you're all set up? DM us back, we'll look into this there. https://t.co/GDrqU22YpT",apps_services,auto_handle,Application or Apple service functionality issue.,software_update,0.4361,weak,0.2044,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,Hey @115858. Fix your iOS. Bluetooth is supposed to work.,@575292 We want to assist you with any Bluetooth issues you're experiencing. Please meet us in DM so we can help you out! https://t.co/GDrqU22YpT
gold_091,1962795,"@AppleSupport No specific app. Slow to use everything. Cell service was excellent, now doesn't work well in my own home. In the city!",@581996 Thanks for confirming. DM us any other details and include the country you're in. We'll continue working with you there. https://t.co/GDrqU22YpT,connectivity_calls,escalate,"Wi-Fi, Bluetooth, cellular, network, or calling issue.",hardware_device,0.2656,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,"@AppleSupport No specific app. Slow to use everything. Cell service was excellent, now doesn't work well in my own home. In the city!",@581996 Thanks for confirming. DM us any other details and include the country you're in. We'll continue working with you there. https://t.co/GDrqU22YpT
gold_094,1465049,@4305 and @115858 needs to come up with a fix for the #PushNotification issue on #iOS11 Fast!,@460054 We'd like to hear more about what's going on. Please DM us more information about what's happening and we'll go from there. https://t.co/GDrqU22YpT,apps_services,escalate,Application or Apple service functionality issue.,software_update,0.4342,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold. Software-update issues require higher classification confidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@4305 and @115858 needs to come up with a fix for the #PushNotification issue on #iOS11 Fast!,@460054 We'd like to hear more about what's going on. Please DM us more information about what's happening and we'll go from there. https://t.co/GDrqU22YpT
gold_095,553463,"@AppleSupport My Mac is second hand so the update available was Lion, but that doesn’t explain why my emails won’t allow me in even though I know the passwords are right??",@249079 Let's continue via DM and see what we can figure out. You can see the full version number of your OS by going to the Apple Menu and choose About this Mac. https://t.co/GDrqU22YpT,account_icloud,escalate,"Apple ID, iCloud, authentication, or account-security issue.",software_update,0.3074,weak,0.2571,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,@AppleSupport Thanks. …but that doesn’t explain why I don’t see the Apple Pay in messages feature.,@781757 That feature hasn't been released in our public iOS versions yet.
gold_098,2397963,@AppleSupport how do I fix this? I’m in Bandar Seri Begawan yet the times are off by a minute. https://t.co/ngwpC4zERd,"@690113 Lets check it out together. What device do you own and iOS version are you currently running? Has the device been restarted? Is the time set to ""Set Automatically""? Meet us in DM with your response https://t.co/GDrqU22YpT",apps_services,auto_handle,Application or Apple service functionality issue.,hardware_device,0.5373,moderate,0.3501,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport how do I fix the i problem?,"@201706 This issue was fixed in iOS 11.1.1. To update to the latest version of iOS, go to Settings &gt; General &gt; Software Update and tap Download and Install. Make sure to back up your iPhone first: https://t.co/4f8hwT5to6"
gold_099,1926193,@573270 Same with standard 6s. 81% to 33% on a 20 minute bus ride. Care to explain @AppleSupport,@573269 We can definitely look into this with you. Send us a DM and let us know which iOS you're running currently. https://t.co/GDrqU22YpT,battery_charging,escalate,"Battery, charging, or battery-life issue.",hardware_device,0.3335,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@573270 Same with standard 6s. 81% to 33% on a 20 minute bus ride. Care to explain @AppleSupport,@573269 We can definitely look into this with you. Send us a DM and let us know which iOS you're running currently. https://t.co/GDrqU22YpT
gold_101,1460627,"@AppleSupport notice R3D settings of timeline clip grayed out, and any changes made here apply to the clip above. why? super frustrating https://t.co/g7Xm1qw1Vt","@424468 Hey, Matt! Let's get you back to a fun filled day of editing. Reach out to our Pro Apps team here: https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT",apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.3603,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,"@AppleSupport notice R3D settings of timeline clip grayed out, and any changes made here apply to the clip above. why? super frustrating https://t.co/g7Xm1qw1Vt","@424468 Hey, Matt! Let's get you back to a fun filled day of editing. Reach out to our Pro Apps team here: https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT"
gold_102,2403751,#iOS11 @AppleSupport When will my iPhone 7plus start connecting to WiFi ?! Down since I updated my phone 👎🏻,@691464 We can understand wanting to be able to connect to Wi-Fi with your iPhone. Let us know which version of iOS 11 you’re running on the iPhone in DM. We’ll continue working with you there. https://t.co/GDrqU22YpT,connectivity_calls,escalate,"Wi-Fi, Bluetooth, cellular, network, or calling issue.",software_update,0.9222,moderate,0.3185,escalate,There is insufficient historical resolution evidence for a grounded reply. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport iPhone 7Plus,"@372739 Got it, thanks! So we can look closer into this with you, reach out to us in DM and we'll continue from there. https://t.co/GDrqU22YpT"
gold_103,666262,"@AppleSupport I’ve restarted multiple times.  As stated in my original tweet, this started immediately after updating my IOS.","@278729 We’d like to look into this further with you. To start, send us a DM confirming if the issue persists with podcasts which are both downloaded for offline listening as well as streaming podcasts. https://t.co/GDrqU22YpT",apps_services,escalate,Application or Apple service functionality issue.,software_update,0.2767,moderate,0.3299,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Immediately after updating,"@609652 Next, do you see a Snapchat update in App Store &gt; Updates? If so, let us know if the issue persists after updating the app."
gold_106,637512,"@AppleSupport That’s better than nothing. But you still have to swipe pretty far down. I liked it better before, can’t see why there wouldn’t be any room for the clock and video controls while on my 6s there obviously was. Thanks!",@143272 You're welcome. Feel free to reach out to us if you have any further questions.  Have a great day!,apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.2249,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,"@AppleSupport That’s better than nothing. But you still have to swipe pretty far down. I liked it better before, can’t see why there wouldn’t be any room for the clock and video controls while on my 6s there obviously was. Thanks!",@143272 You're welcome. Feel free to reach out to us if you have any further questions. Have a great day!
gold_108,1252451,"Updated to iOS11 and since then all the videos I stream are looping. Doesn't matter which browser I use. Did a clear cache on Safari etc no luck.
Apple Support - Please enter this as a bug and get it fixed asap! Disappoint @AppleSupport",@413799 Hey there. We’d like to look further into this. Send us a DM letting us know which iOS version your device is running now to continue. https://t.co/GDrqU22YpT,apps_services,escalate,Application or Apple service functionality issue.,software_update,0.5627,none,0.0,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply. Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,,
gold_111,2267290,@AppleSupport This for starters. Add random freezes and the screen turns off. Then it reboots. It’s a 2014 13”. I have installed Sierra on it now. https://t.co/i4oaLE8aA4,@583390 Thank you. Please send us a DM letting us know when you performed the update to Sierra and we will go from there. Thank you.,software_update,escalate,Issue is directly related to an operating-system update or version.,hardware_device,0.7576,none,0.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,,
gold_115,2301169,@AppleSupport Do it again I️ didn’t get it,@667869  iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating. This page should help: https://t.co/80YRnjDFDk DM us if you run into any issues. https://t.co/GDrqU22YpT,keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",hardware_device,0.5521,weak,0.2727,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport How can I do it?,@550404 Sorry for any confusion! What is the exact iOS version running on your iPhone? Send us a DM by clicking on the link below: https://t.co/GDrqU22YpT
gold_120,289130,@AppleSupport updated my 7 Plus to 11.0.1 and updated watch to 4.0 and I no longer get the app image on my notifications just generic image https://t.co/bTNFgsyCcX,@184897 Hey there. We're here for you. DM us and we'll go from there. https://t.co/GDrqU22YpT,messaging,escalate,"Messages, SMS, iMessage, or voicemail communication issue.",software_update,0.7961,moderate,0.354,escalate,Software-update issues require higher classification confidence before automation. Software-update issues require stronger historical evidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport I’m updated to 11.3 on my 7 plus.,"@402236 Thank you for those details. In DM, let us know when this happens (while switching apps, while using a particular app, etc.) https://t.co/GDrqU22YpT"
gold_121,2065050,@610676 @115858 My 6S Plus has been terrible since I installed. Choppy. Buggy. Terrible battery life.,@610675 We're happy to look int these issue with you. Let us know in DM if you've updated to iOS 11.0.2 to get started. https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,battery_charging,0.9552,weak,0.2991,escalate,There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,iOS 11 has been horrible for me. Battery life has been terrible. Even after 11.1. 🤦🏽‍♂️🤦🏽‍♂️ Help @AppleSupport,"@453719 We want you to enjoy the update. We'll help with the battery life. First, try the suggestions here:: https://t.co/bivpdfBNJ6"
gold_122,2520726,@AppleSupport IM ABOUT TO GET AN ANDROID THIS IS RIDICULOUS,"@717980 We understand how important it is to see your calls coming through, so we’d like to help. Let us know in DM if Do Not Disturb is enabled in Settings &gt; Do Not Disturb. https://t.co/GDrqU22YpT",connectivity_calls,escalate,"Wi-Fi, Bluetooth, cellular, network, or calling issue.",hardware_device,0.2751,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport IM ABOUT TO GET AN ANDROID THIS IS RIDICULOUS,"@717980 We understand how important it is to see your calls coming through, so we’d like to help. Let us know in DM if Do Not Disturb is enabled in Settings &gt; Do Not Disturb. https://t.co/GDrqU22YpT"
gold_123,1953089,@AppleSupport Noooo. You know it’s the new update. Enough people have complained.,@579887 How many times do you charge your device in a day? Which version of iOS 11 are you using? Let us know via DM. https://t.co/GDrqU22YpT,battery_charging,escalate,"Battery, charging, or battery-life issue.",software_update,0.8082,strong,1.0,auto_handle,The intent is considered low-risk and both classification confidence and historical evidence exceed the fixed handling thresholds.,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,3,@AppleSupport Noooo. You know it’s the new update. Enough people have complained.,@579887 How many times do you charge your device in a day? Which version of iOS 11 are you using? Let us know via DM. https://t.co/GDrqU22YpT
gold_125,1000010,@AppleSupport Does this mean I don’t have to back my old phone up?,"@136103 You'll still want a backup to bring everything over, but Automatic Setup makes switching to a new device quick and easy.",other,auto_handle,Insufficient context or a general/novel issue.,hardware_device,0.3287,moderate,0.341,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport What does this mean https://t.co/6oI0Ij8OuY,@324682 Let's look into this further over DM. Please message us there: https://t.co/GDrqU22YpT
gold_127,2187686,"@AppleSupport  you butchered the only voicemail I have from my mom as she has passed away, can you fix this? https://t.co/HqjBUlVgpF",@640622 We're sorry to hear that. Let's have a look at this. Please DM us. https://t.co/GDrqU22YpT,messaging,escalate,"Messages, SMS, iMessage, or voicemail communication issue.",hardware_device,0.4451,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,"@AppleSupport you butchered the only voicemail I have from my mom as she has passed away, can you fix this? https://t.co/HqjBUlVgpF",@640622 We're sorry to hear that. Let's have a look at this. Please DM us. https://t.co/GDrqU22YpT
gold_129,1211217,2 hours of my life online with @115858 and I still have a broken phone #neverusetheonlinechat,@404287 We'd be happy to look into any issues you might be having with your iPhone. Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT,repair_support,escalate,Repair/service or physical device issue requires service handling.,battery_charging,0.3104,weak,0.2327,escalate,Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,Mac High Sierra OS upgrade. Five hours of my life I won't get again.... @115858 @AppleSupport 😠 https://t.co/HjzcHEk9QU,"@767535 We're here for you. Send us a DM, and we'll take a closer look at your Mac together there. https://t.co/GDrqU22YpT"
gold_130,245361,"excel file direct in excel and save back to its location, instead we get option to copy in excel, that need more work @AppleSupport 2/2","@174256 Thanks for reaching out. When you have the time, submit feedback to us about those features here: https://t.co/eTPVYVFyd8",apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.2004,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,"excel file direct in excel and save back to its location, instead we get option to copy in excel, that need more work @AppleSupport 2/2","@174256 Thanks for reaching out. When you have the time, submit feedback to us about those features here: https://t.co/eTPVYVFyd8"
gold_131,1170816,@AppleSupport We got our Apple TV 4k on Friday &amp; have had this issue almost every time we try to use it...any insight? https://t.co/ErdNkSGQ6b,@395363 Let's get you pointed in the right direction. Reach out to our Apple TV experts here: https://t.co/IBIY3vMgPj,apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.3826,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport We got our Apple TV 4k on Friday &amp; have had this issue almost every time we try to use it...any insight? https://t.co/ErdNkSGQ6b,@395363 Let's get you pointed in the right direction. Reach out to our Apple TV experts here: https://t.co/IBIY3vMgPj
gold_134,2349430,@AppleSupport The issue its happen with almost iphone after the up date 👎🏼 u can search by google whats the problem in the new up date,@679123 We are happy to help look into this and find the best solution for you. Reach out to us in DM and we’ll help. https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,hardware_device,0.2434,weak,0.2732,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,"@AppleSupport guys since the up date after the release of iPhone 8 my iPhone 7 Plus is crazy, please fix the craziness! I gets blocked",@541786 We'll be happy to help. Can you DM us the exact version of iOS you are running and a little more on what's happening exactly? https://t.co/GDrqU22YpT
gold_137,1752043,@AppleSupport Okay... Thank you... so I can just ignore the email?,"@527846 You're welcome! If you provided any info, check to be sure your Apple ID is secure. This will help: https://t.co/ufbG3Gx5bq",account_icloud,auto_handle,"Apple ID, iCloud, authentication, or account-security issue.",hardware_device,0.5988,strong,0.6205,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Okay thank you so much,@668729 No problem. Feel free to reach out if you have any other questions.
gold_138,2686672,@AppleSupport Tried iTunes restore and now it’s working fine. Thanks for the support.,@755512 We're very happy that you were able to resolve it. Don't ever hesitate if you have any questions or concerns.,other,auto_handle,Insufficient context or a general/novel issue.,hardware_device,0.4364,moderate,0.3696,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Now it’s Working,@202197 That's great! Please feel free to reach back out if you have any other issues.
gold_139,2918911,@AppleSupport Using one finger is fine. It’s the two finger keyboard gesture. iPad Pro 10.5 and iOS 11.1. Also has been an issue on iPad Air on every iOS version since iOS 10. No accessibility activations. Happens with factory reset device too.,@807890 We'd like to take a closer look into this. Send us a DM and we can start there. https://t.co/GDrqU22YpT,keyboard_input,escalate,"Keyboard, typing, or autocorrect issue.",software_update,0.7413,strong,1.0,escalate,Software-update issues require higher classification confidence before automation.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Using one finger is fine. It’s the two finger keyboard gesture. iPad Pro 10.5 and iOS 11.1. Also has been an issue on iPad Air on every iOS version since iOS 10. No accessibility activations. Happens with factory reset device too.,@807890 We'd like to take a closer look into this. Send us a DM and we can start there. https://t.co/GDrqU22YpT
gold_140,683019,@AppleSupport You still have a fundamental bug with 11.0.2 on the 7 Plus re: uploading pics to text. Balks most of the time.,@231630 We'd love to see what you're experiencing. Please shoot us a DM and we can work together. https://t.co/GDrqU22YpT,messaging,escalate,"Messages, SMS, iMessage, or voicemail communication issue.",hardware_device,0.2581,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport You still have a fundamental bug with 11.0.2 on the 7 Plus re: uploading pics to text. Balks most of the time.,@231630 We'd love to see what you're experiencing. Please shoot us a DM and we can work together. https://t.co/GDrqU22YpT
gold_141,2350806,seriously wtf @115858 !!!!! https://t.co/MXvLNdIsaM,@679454 We can help out. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,other,escalate,Insufficient context or a general/novel issue.,apps_services,0.6335,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,seriously wtf @115858 !!!!! https://t.co/MXvLNdIsaM,@679454 We can help out. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT
